folioviv,foliohog,id_pobla,sexo_pe,edad_act,mes_nac,anio_nac,otra_resid,nivela_pe,gradoa_pe,asiste_pe,tra_pago,tra_negfam,tra_neg,tra_aprend,tra_volun,tra_relig,trab_remun,sosten_eco,tra_dome,lengua_ind,pueblo_ind,color_piel,razon_estu,satis_vida,satis_nina,satis_adol,satis_jov,satis_adul,c_alimenta,c_actfis,c_tics,c_redsoc,c_consbien,c_economia,c_consalco,c_lectura,anio_dejar,edad_dejar,matrimonio,hij_vivos,anticoncep,anio_rsex,edad_rsex,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
100248804,1,02,2,54,10,1971,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,H,07,08,10,07,07,08,1,3,3,1,,2,,1,1990,19,1,1,1,1991,20,10007,10,007,0128,00015,1646
100248805,1,01,2,38,10,1987,2,09,3,1,1,1,1,1,1,2,1,1,1,2,2,H,08,08,10,07,08,08,,,,,1,2,,,2005,18,1,3,1,2003,16,10007,10,007,0128,00015,1646
100252301,1,05,1,24,12,2001,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,H,04,10,10,10,10,,,,,,,,,,,99,0,0,2,2017,16,10007,10,007,0128,00016,2556
100252301,2,03,2,20,01,2005,2,09,1,1,1,2,2,2,2,2,1,2,2,2,2,F,10,09,10,10,09,,,,,,,2,,,,99,0,0,2,2021,16,10007,10,007,0128,00016,2044
100252301,3,01,1,54,10,1971,1,06,3,1,1,1,1,2,2,2,1,1,2,2,2,J,04,10,10,10,10,10,,,,,,,1,,1993,22,1,3,1,1986,15,10007,10,007,0128,00016,511
100252302,1,01,2,43,09,1982,2,09,3,1,1,2,2,1,2,2,1,1,2,2,2,H,07,08,10,10,10,08,,3,1,1,1,2,1,1,2002,20,2,2,2,2002,20,10007,10,007,0128,00016,1022
100252303,1,07,2,28,11,1997,2,07,4,1,1,2,1,1,1,1,1,1,1,2,2,J,10,10,08,10,10,,,1,3,,2,2,,1,2020,23,2,2,1,2012,15,10007,10,007,0128,00016,3067
100252305,1,02,1,34,10,1991,2,11,4,1,1,2,2,1,2,2,1,2,2,2,2,G,07,08,10,10,10,10,,2,1,1,1,2,,1,2015,24,0,0,2,2009,18,10007,10,007,0128,00016,1022
100257501,1,01,1,41,09,1984,2,11,4,1,1,1,1,1,1,2,1,1,1,2,2,H,13,10,10,10,10,10,,,,,,,,1,2020,36,1,1,1,2004,20,10007,10,007,0129,00014,1347
100257502,1,02,2,50,12,1975,2,06,3,1,1,1,2,2,2,2,1,2,1,2,2,G,07,10,10,10,10,10,,,,,,,,,1997,22,1,4,2,1996,21,10007,10,007,0129,00014,2694
100257503,1,02,2,49,09,1976,2,11,5,1,1,1,2,2,2,2,1,1,2,2,2,F,06,08,10,09,09,08,,2,2,2,,,,,,99,0,0,2,2000,24,10007,10,007,0129,00014,673
100257504,1,01,1,55,09,1970,1,11,4,1,1,2,2,2,2,2,1,1,2,2,2,I,08,10,10,10,10,10,,,,,,,,,1989,19,1,3,2,1986,16,10007,10,007,0129,00014,673
100257505,1,02,2,45,01,1980,1,11,1,1,1,2,1,2,1,2,1,1,1,2,2,J,07,09,05,05,07,09,1,2,1,2,,2,,,1997,17,1,2,2,1996,16,10007,10,007,0129,00014,1347
100258101,1,01,1,23,10,2002,2,11,3,1,1,2,2,2,2,2,1,2,2,2,2,D,04,10,10,10,10,,,,1,,,,,,2021,19,0,0,2,2020,18,10007,10,007,0128,00017,701
100258103,1,02,2,59,01,1966,1,11,3,1,1,2,2,2,2,2,1,1,2,2,2,J,10,09,10,10,05,07,,,,1,,2,,,1985,19,1,3,2,1985,19,10007,10,007,0128,00017,2102
100258104,1,02,2,37,08,1988,1,03,3,1,1,2,2,2,2,2,1,2,1,2,2,H,11,10,10,10,10,10,,,,,,,,,2004,16,2,0,2,2007,19,10007,10,007,0128,00017,1401
100258105,1,02,1,58,05,1967,1,06,2,1,1,2,2,2,2,2,1,1,2,2,2,I,14,08,10,10,10,08,,,,,,2,,,1982,15,4,1,2,1982,15,10007,10,007,0128,00017,701
100259601,1,03,1,24,09,2001,2,09,&,1,1,2,1,2,2,2,1,1,2,2,2,G,08,08,08,08,08,,,,,,,,,,,99,0,1,1,2017,16,10007,10,007,0128,00018,1884
100259602,1,01,1,56,01,1969,1,04,6,1,1,2,2,2,2,2,1,1,1,2,2,E,07,08,10,10,10,07,,,,,,,,,1996,27,1,2,2,1996,27,10007,10,007,0128,00018,1256
100259605,1,02,2,41,07,1984,1,09,3,1,1,2,2,2,2,2,1,2,1,2,2,G,12,05,08,08,05,05,,,2,2,,2,,,2002,18,1,2,1,2001,17,10007,10,007,0128,00018,1884
100263201,1,01,1,41,10,1984,1,09,3,1,1,2,2,1,2,2,1,1,1,2,2,E,07,08,09,06,08,08,,,,2,,,2,,2001,17,2,0,2,2002,18,10008,10,008,0134,00001,750
100263202,1,01,1,38,07,1987,1,06,3,1,1,2,2,2,1,2,1,1,1,2,2,G,07,10,10,10,10,10,,,,,,2,,,2019,32,1,2,1,2004,17,10008,10,008,0134,00001,750
100263205,1,01,1,38,03,1987,1,09,1,1,1,2,2,2,2,2,1,1,2,2,2,H,07,10,10,09,10,10,1,1,2,2,,2,,,2008,21,3,2,1,2003,16,10008,10,008,0134,00001,1499
100263206,1,02,2,39,12,1986,1,11,5,1,1,2,1,1,2,1,1,2,2,2,2,J,06,10,10,10,10,10,,,,,,,,,2011,25,1,3,1,2011,25,10008,10,008,0134,00001,1499
100263207,1,01,2,53,11,1972,1,09,&,1,1,2,2,2,2,2,1,1,1,2,2,H,07,09,07,08,08,09,,2,1,1,,,,1,1992,20,1,2,2,1992,20,10008,10,008,0134,00001,750
100263208,1,01,2,30,08,1995,1,12,1,1,1,2,2,2,2,2,1,1,1,2,2,I,07,09,10,10,09,09,2,2,1,1,1,1,,1,2017,22,1,1,1,2012,17,10008,10,008,0134,00001,750
100263209,1,02,2,36,12,1989,1,11,3,1,1,2,1,2,2,2,1,1,2,2,2,I,10,08,10,10,09,08,1,1,,,,,2,,2004,15,2,2,2,2008,19,10008,10,008,0134,00001,1499
100263210,1,01,1,37,11,1988,2,06,3,1,1,2,1,2,2,2,1,1,1,2,2,I,04,08,10,08,10,08,,,,2,3,2,,,2007,19,1,3,1,2001,13,10008,10,008,0134,00001,2249
100263211,1,02,2,38,11,1987,1,11,4,1,1,2,2,2,2,2,1,2,1,2,2,E,07,10,08,06,10,10,,,,,,,,,2005,18,1,1,2,2005,18,10008,10,008,0134,00001,1499
100263213,1,01,1,34,06,1991,1,11,&,1,1,1,2,2,1,2,1,1,2,2,2,H,00,10,10,10,10,10,,,,,,,,,2014,23,1,1,1,2009,18,10008,10,008,0134,00001,750
100263215,1,01,1,43,11,1982,1,11,4,1,1,2,2,1,2,2,1,1,1,2,2,J,06,08,06,06,09,08,,1,1,3,1,1,3,1,2012,30,0,0,2,1998,16,10008,10,008,0134,00001,750
100263216,1,01,2,50,03,1975,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,J,07,08,06,07,07,09,1,1,1,,2,1,,1,2008,33,1,0,2,1992,17,10008,10,008,0134,00001,750
100263217,1,01,1,35,08,1990,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,F,07,08,05,09,09,08,,2,2,1,1,1,2,,2010,20,1,2,1,2009,19,10008,10,008,0134,00001,1499
100263218,1,01,2,29,10,1996,1,09,3,1,1,2,2,2,2,2,1,2,1,2,2,I,08,07,10,08,05,,,,2,1,,,,,2013,17,1,2,1,2013,17,10008,10,008,0134,00001,750
100263219,1,02,2,27,04,1998,2,11,4,1,1,1,1,1,1,2,1,2,1,2,2,H,08,10,10,08,09,,,,,,,2,,,2019,21,1,1,1,2014,16,10008,10,008,0134,00001,1499
100267003,1,01,2,61,11,1964,2,09,2,1,1,2,2,2,2,2,1,1,1,2,2,J,07,10,10,10,10,10,2,2,1,,2,2,,,2003,39,1,2,2,2002,38,10008,10,008,0136,00001,2091
100267004,1,01,1,60,06,1965,2,06,&,1,1,2,2,2,2,2,1,1,1,2,2,E,04,06,09,10,10,07,,,,,,2,,,2010,45,1,1,2,1992,27,10008,10,008,0136,00001,697
100267005,1,01,1,32,09,1993,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,G,04,08,10,10,08,08,,,,,,2,,,2010,17,2,2,2,2007,14,10008,10,008,0136,00001,1394
100267006,1,01,1,59,03,1966,2,03,3,1,1,2,2,2,2,2,1,1,2,2,2,E,07,07,05,07,04,04,,,,,,2,,,1998,32,1,2,2,2002,36,10008,10,008,0136,00001,2788
100267009,1,01,2,56,01,1969,1,09,&,1,1,2,2,2,2,2,1,2,1,2,2,H,12,10,10,10,10,08,,2,,,,,,,1990,21,1,6,2,1990,21,10008,10,008,0136,00001,2788
100267010,1,01,2,57,02,1968,1,03,6,1,1,2,2,2,2,2,1,1,1,2,2,H,01,10,10,07,08,10,2,2,2,,,2,,,1984,16,1,3,1,1984,16,10008,10,008,0136,00001,697
100267012,1,02,2,30,04,1995,2,06,&,1,1,1,1,1,2,2,1,2,1,2,2,G,04,10,10,10,10,10,,,,,,,,,2020,25,1,2,1,2015,20,10008,10,008,0136,00001,1394
100267015,1,02,2,40,04,1985,2,11,5,1,1,2,2,2,2,2,1,1,1,2,2,G,08,10,10,10,08,08,,,,,,,,,,99,0,2,2,2012,27,10008,10,008,0136,00001,1394
100267017,1,01,2,64,05,1961,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,K,08,10,10,10,09,10,1,2,,,,,,,2018,57,1,3,1,1975,14,10008,10,008,0136,00001,1394
100267018,1,02,2,27,05,1998,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,H,04,10,10,10,10,,,,2,2,,,,,1998,0,1,3,2,2017,19,10008,10,008,0136,00001,1394
100267019,1,03,1,21,03,2004,2,11,3,1,1,1,2,1,2,2,1,2,2,2,2,F,00,09,10,10,09,,,2,2,2,,2,,,,99,0,0,2,2022,18,10008,10,008,0136,00001,2091
100267020,1,01,1,33,06,1992,2,09,3,1,1,1,2,2,1,2,1,1,2,2,2,E,04,08,10,06,08,09,1,1,2,1,,,,,,99,1,1,2,2010,18,10008,10,008,0136,00001,1394
100281801,1,02,1,23,06,2002,2,11,4,1,1,1,2,1,2,2,1,2,1,2,2,I,10,10,10,09,10,,1,1,1,3,,,,,2019,17,0,0,2,2017,15,10012,10,012,0135,00002,771
100281802,1,03,2,33,12,1992,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,H,12,07,09,09,07,06,,,,,,2,,,2012,20,1,3,1,2009,17,10012,10,012,0135,00002,1542
100281803,1,02,2,25,11,2000,2,09,3,1,1,2,2,2,2,2,1,2,1,2,2,H,08,10,09,10,10,,,,,,,3,,,2018,18,1,1,2,2014,14,10012,10,012,0135,00002,1542
100281804,1,02,2,42,04,1983,2,06,&,1,1,2,2,2,2,2,1,1,1,2,2,K,07,08,10,08,10,08,,2,1,1,1,3,,,2004,21,2,5,2,2003,20,10012,10,012,0135,00002,1542
100281806,1,02,1,42,06,1983,1,03,&,1,1,2,2,2,2,2,1,1,1,2,2,D,04,10,10,10,10,10,,,,,,2,,,2021,38,0,0,2,1998,15,10012,10,012,0135,00002,1542
100281807,1,02,2,35,02,1990,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,H,04,10,10,10,10,10,,,3,3,,3,,,2005,15,2,4,1,2004,14,10012,10,012,0135,00002,1542
100281811,1,02,2,58,06,1967,2,10,3,1,2,1,2,2,2,2,2,2,1,2,2,J,12,07,10,05,09,09,1,3,,1,,,,,2011,44,1,3,1,1987,20,10012,10,012,0135,00002,3083
100281812,1,03,1,25,11,2000,2,06,3,1,1,2,2,2,2,2,1,2,2,2,2,I,04,10,10,10,10,,,,,,,,,,,99,0,0,2,,88,10012,10,012,0135,00002,2313
100281814,1,03,1,27,01,1998,1,11,4,1,1,2,2,1,1,2,1,2,2,2,2,G,13,09,09,08,08,,1,,1,1,,,,1,,99,0,0,2,2013,15,10012,10,012,0135,00002,2313
100281817,1,03,2,38,07,1987,2,11,4,1,1,1,1,2,2,2,1,2,1,2,2,H,10,08,10,09,08,07,,,1,,2,,,,,99,0,1,1,2009,22,10012,10,012,0135,00002,2313
100281818,1,01,1,30,06,1995,1,09,3,1,1,2,1,2,2,2,1,1,2,2,2,G,10,10,10,10,10,10,,,,,,2,,,2013,18,1,3,2,2010,15,10012,10,012,0135,00002,771
100281819,1,01,1,25,06,2000,2,09,3,1,1,1,2,2,2,2,1,1,2,2,2,H,12,10,10,08,10,,,,,,2,2,,,2019,19,1,1,2,2019,19,10012,10,012,0135,00002,1542
100281820,1,03,2,57,01,1968,1,03,&,1,2,2,2,2,2,2,2,2,1,2,2,G,07,09,09,09,09,09,,,,,,2,,,2025,57,1,2,2,1994,26,10012,10,012,0135,00002,2313
100283301,1,01,2,33,12,1992,2,06,&,1,1,1,2,2,2,2,1,1,1,2,2,H,07,10,08,09,10,10,,1,1,,,,,,2009,17,1,2,1,2006,14,10012,10,012,0131,00001,529
100283302,1,02,1,58,07,1967,1,06,3,1,1,2,1,2,2,2,1,1,2,2,2,G,07,10,10,10,10,10,,,,,,,1,,1989,22,1,3,2,1983,16,10012,10,012,0131,00001,1587
100283303,1,01,1,49,07,1976,2,06,&,1,1,2,2,2,2,2,1,1,2,2,2,J,07,05,09,07,06,06,,,,,,,,,2012,36,2,2,2,,99,10012,10,012,0131,00001,529
100283304,1,01,2,42,08,1983,2,09,&,1,1,2,2,2,2,2,1,1,1,2,2,I,07,10,10,10,10,10,,,1,2,,,,,2008,25,1,4,2,,99,10012,10,012,0131,00001,529
100283305,1,02,2,31,03,1994,2,11,5,1,1,2,2,2,2,2,1,2,1,2,2,J,10,10,10,10,10,10,,,,,,,,,2014,20,1,0,2,2010,16,10012,10,012,0131,00001,1058
100284201,1,01,1,55,09,1970,1,03,6,1,1,2,2,2,2,2,1,1,1,2,2,J,06,10,10,10,10,10,,,,,,,,,2002,32,1,6,2,1990,20,10012,10,012,0131,00002,657
100284202,1,03,1,38,08,1987,2,06,1,1,1,2,2,2,2,2,1,1,2,2,2,F,07,10,07,07,07,10,,,,,,,,,2009,22,1,0,2,2003,16,10012,10,012,0131,00002,1314
100284203,1,01,1,39,01,1986,1,09,3,1,1,2,1,1,2,2,1,1,2,2,2,H,12,09,10,10,10,09,,,,,,2,1,,2004,18,1,3,1,2003,17,10012,10,012,0131,00002,1971
100284205,1,04,1,23,08,2002,2,11,1,1,1,2,2,2,2,2,1,2,2,2,2,I,00,09,09,09,09,,,,,,,,,,,99,0,0,2,2020,18,10012,10,012,0131,00002,2629
100290101,1,01,2,59,01,1966,1,06,3,1,1,1,2,2,2,2,1,1,1,2,2,F,07,07,10,10,06,07,1,,,,,2,,,1981,15,1,3,1,1981,15,10012,10,012,0128,00019,1202
100290102,1,02,2,56,06,1969,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,G,07,08,04,05,08,08,1,2,2,2,,,,,1986,17,1,4,1,1986,17,10012,10,012,0128,00019,1202
100290103,1,05,2,58,06,1967,1,00,0,2,1,2,2,2,2,2,1,2,1,2,2,G,10,03,08,07,07,07,,,,,,,,,1967,0,2,6,1,1981,14,10012,10,012,0128,00019,2404
100290104,1,02,2,61,07,1964,1,00,0,2,1,1,2,2,1,2,1,2,1,2,2,F,07,10,10,10,10,10,,,,,2,2,,,1984,20,1,5,2,1984,20,10012,10,012,0128,00019,1803
100290105,1,02,2,43,07,1982,2,03,6,1,1,2,2,2,2,2,1,1,1,2,2,G,07,08,06,08,07,07,2,3,,,2,2,,,2011,29,1,3,2,2008,26,10012,10,012,0128,00019,1803
100293202,1,01,1,46,09,1979,1,09,2,1,1,2,2,2,2,2,1,1,2,2,2,G,10,10,10,10,10,10,,,,,,,,,2004,25,1,3,2,1997,18,10012,10,012,0132,00001,1442
100293203,1,02,2,45,06,1980,1,11,4,1,1,2,2,2,2,2,1,2,1,2,2,G,10,10,10,10,10,10,2,2,2,,,,,,2008,28,1,2,2,2008,28,10012,10,012,0132,00001,1442
100293204,1,01,2,34,05,1991,1,09,3,1,2,2,2,2,2,2,2,2,1,2,2,G,08,08,08,10,08,08,,,3,2,,,,,2006,15,1,2,2,2006,15,10012,10,012,0132,00001,1442
100293205,1,01,2,34,10,1991,2,10,1,1,1,2,2,2,2,2,1,2,1,2,2,H,13,05,10,05,05,03,,,2,2,,,,1,2007,16,2,4,1,2005,14,10012,10,012,0132,00001,721
100293901,1,02,2,57,10,1968,1,06,3,1,2,2,2,2,2,2,2,2,1,2,2,J,07,09,09,09,09,09,,,,,,2,,,1988,20,1,3,1,1988,20,10012,10,012,0131,00003,1283
100293903,1,01,1,59,01,1966,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,F,10,09,10,09,09,10,,,,,,,,,1996,30,1,3,2,1984,18,10012,10,012,0131,00003,642
100293904,1,05,1,30,05,1995,1,06,3,1,1,1,2,2,1,2,1,1,1,2,2,C,14,10,10,10,10,10,,,,,,,,,2015,20,1,2,1,2011,16,10012,10,012,0131,00003,3849
100293905,1,02,2,34,11,1991,1,09,3,1,2,1,2,2,2,2,2,2,1,2,2,J,08,08,10,10,09,08,,,,,1,,,,2011,20,1,3,1,2010,19,10012,10,012,0131,00003,1283
100294801,1,01,2,31,03,1994,1,06,&,1,1,2,2,2,2,2,1,2,1,2,2,I,10,10,10,10,10,10,,,,,,,,,2014,20,1,3,2,2010,16,10012,10,012,0131,00004,1324
100294802,1,01,1,33,10,1992,1,09,3,1,1,1,1,1,1,2,1,1,2,2,2,B,04,06,08,09,06,07,,,,,,2,2,,2014,22,1,2,1,2008,16,10012,10,012,0131,00004,1324
100294803,1,01,1,39,07,1986,1,11,4,1,1,2,2,1,1,2,1,1,2,2,2,I,06,08,10,09,10,08,,2,1,2,2,,,1,2013,27,1,2,1,2008,22,10012,10,012,0131,00004,1324
100294804,1,01,1,41,06,1984,1,09,2,1,1,1,1,2,2,2,1,1,2,2,2,I,07,10,10,10,10,10,,,,1,2,2,,,2006,22,1,2,2,1996,12,10012,10,012,0131,00004,1324
100299801,1,01,2,64,05,1961,1,08,3,1,1,2,2,2,2,2,1,1,2,2,2,C,10,06,10,08,08,05,,,,,,,,,1987,26,1,3,2,1979,18,10012,10,012,0133,00001,1414
100299804,1,02,1,52,08,1973,1,09,3,1,1,2,2,2,2,2,1,1,2,2,2,I,10,10,10,08,08,10,,,,,,1,,,1995,22,2,5,2,1991,18,10012,10,012,0133,00001,2121
100299805,1,01,2,55,09,1970,1,11,3,1,1,2,2,2,2,2,1,1,2,2,2,H,10,09,10,10,10,10,,2,1,2,,,,,2015,45,0,2,2,1990,20,10012,10,012,0133,00001,2121
100299902,1,01,1,51,06,1974,1,04,&,1,1,2,2,2,2,1,1,1,1,2,2,H,14,07,07,08,08,08,2,2,1,1,2,2,,1,1991,17,1,1,1,1992,18,10012,10,012,0132,00002,1376
100299903,1,01,2,48,05,1977,1,09,3,1,1,2,2,2,2,2,1,1,2,2,2,G,11,10,10,10,10,10,,,,,,,,,2001,24,1,3,2,1999,22,10012,10,012,0132,00002,2751
100299904,1,04,1,18,03,2007,2,09,3,1,2,2,2,2,2,2,2,2,2,2,2,H,00,09,09,09,,,,,,,,,,,,99,0,0,2,,88,10012,10,012,0132,00002,2751
100299905,1,02,2,62,06,1963,1,08,3,1,1,2,2,2,2,2,1,1,1,2,2,F,10,08,10,05,07,08,,,1,1,,1,,,1999,36,1,3,1,1983,20,10012,10,012,0132,00002,1376
100300101,1,01,1,41,02,1984,1,09,3,1,1,2,2,2,2,2,1,1,2,2,2,H,14,10,10,06,04,10,1,1,,,,1,1,,2001,17,3,3,2,1996,12,10012,10,012,0131,00005,2648
100300102,1,03,1,20,06,2005,1,11,2,1,1,2,2,2,2,2,1,2,1,2,2,I,00,08,10,07,06,,2,2,3,1,,,2,,,99,0,0,1,2022,17,10012,10,012,0131,00005,2648
100300103,1,02,2,48,04,1977,1,06,3,1,2,2,2,2,2,2,2,2,1,1,2,E,02,10,07,07,10,10,,1,,,,,,1,2000,23,1,3,1,2000,23,10012,10,012,0131,00005,3530
100302803,1,01,2,51,04,1974,1,10,3,1,1,2,1,2,2,2,1,1,1,2,2,I,12,05,08,08,09,05,2,,,,2,2,,2,2001,27,1,2,1,2001,27,10012,10,012,0132,00003,5138
100304601,1,01,1,63,03,1962,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,J,10,10,10,10,10,10,,2,,,3,1,,,1986,24,1,3,2,1982,20,10012,10,012,0133,00002,2792
100304602,1,03,2,31,08,1994,2,11,4,1,1,1,2,1,1,2,1,2,1,2,2,G,10,10,10,10,10,10,,,1,,1,,,,,99,0,0,1,2012,18,10012,10,012,0133,00002,1117
100304603,1,03,2,43,09,1982,2,11,5,1,1,2,2,1,2,2,1,2,1,2,2,I,08,10,10,10,10,10,,,,,,,,,,99,1,1,1,2007,25,10012,10,012,0133,00002,1117
100304604,1,01,2,49,04,1976,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,E,07,08,06,08,08,08,,2,,1,3,1,3,1,1992,16,2,3,1,1992,16,10012,10,012,0133,00002,1675
100304605,1,02,2,37,11,1988,1,09,3,1,1,2,2,1,2,2,1,1,1,2,2,I,08,10,10,10,09,10,1,3,3,,,2,,1,2015,27,3,3,1,2004,16,10012,10,012,0133,00002,1117
100306205,1,01,1,53,12,1972,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,F,04,08,10,07,08,08,,,,,,,,,1987,15,1,2,2,1984,12,10012,10,012,0132,00004,1107
100308403,1,01,2,49,06,1976,1,12,1,1,1,1,2,1,1,2,1,1,1,2,2,K,07,07,10,10,10,08,1,1,1,2,3,2,,1,2022,46,0,0,2,2001,25,10012,10,012,0132,00005,580
100308404,1,05,2,34,12,1991,2,11,3,1,1,2,1,1,1,2,1,1,1,2,2,G,08,08,10,09,08,08,,2,2,2,,,,1,2024,33,1,4,2,2007,16,10012,10,012,0132,00005,1161
100308405,1,01,1,54,11,1971,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,C,08,09,10,07,08,09,,,,,,,,,1993,22,1,4,2,1990,19,10012,10,012,0132,00005,1741
100310001,1,02,1,60,12,1965,1,06,3,1,1,2,2,2,2,2,1,1,2,2,2,E,10,09,10,08,10,10,,,,,,,,,2001,36,1,3,1,1984,19,10012,10,012,0136,00002,1943
100310003,1,02,2,42,06,1983,1,03,6,1,1,2,2,2,2,2,1,2,1,2,2,I,04,05,05,05,05,05,,,2,2,,2,,,1999,16,1,3,1,1999,16,10012,10,012,0136,00002,1943
100310004,1,01,1,52,01,1973,1,09,3,1,1,2,2,2,2,2,1,1,2,2,2,E,07,10,10,10,10,10,,,,,,3,,,1994,21,1,4,2,1990,17,10012,10,012,0136,00002,1943
100310005,1,01,1,52,06,1973,1,06,&,1,1,2,2,2,2,2,1,1,2,2,2,I,14,06,10,09,07,09,,,,,,2,,,1989,16,1,3,1,1988,15,10012,10,012,0136,00002,1295
100310006,1,02,2,63,09,1962,2,03,5,1,2,2,2,2,2,2,2,2,1,2,2,I,07,10,08,06,06,08,,,,,,,,,1975,13,1,5,1,1975,13,10012,10,012,0136,00002,1295
100310007,1,02,1,61,04,1964,2,09,3,1,1,2,2,2,2,2,1,1,1,2,2,F,07,07,04,05,06,09,,,,,,,,,1987,23,1,4,1,1981,17,10012,10,012,0136,00002,1295
100310008,1,01,1,41,03,1984,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,G,07,10,05,10,09,10,,,,,,,,,2002,18,1,3,1,2001,17,10012,10,012,0136,00002,1943
100310009,1,01,1,29,09,1996,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,D,07,08,08,08,08,,,,,,,3,1,,2015,19,1,2,1,2010,14,10012,10,012,0136,00002,648
100310011,1,02,1,50,04,1975,2,00,0,2,1,2,2,2,2,2,1,1,2,2,2,D,07,10,10,10,10,10,,,,,,,,,,99,0,0,2,1994,19,10012,10,012,0136,00002,1295
100310012,1,02,1,21,11,2004,2,03,6,1,1,1,2,2,2,2,1,1,2,2,2,F,11,10,09,10,10,,,,,,,,,,,99,0,0,2,2023,19,10012,10,012,0136,00002,1295
100310013,1,02,2,43,08,1982,1,00,0,2,1,2,2,2,2,2,1,1,1,2,2,H,07,07,06,07,07,07,,,,,,,,,2012,30,2,3,2,1997,15,10012,10,012,0136,00002,1295
100310014,1,02,2,41,04,1984,1,06,3,1,1,2,2,2,2,2,1,2,1,2,2,H,07,10,10,10,10,10,3,2,,,,,,,2002,18,2,1,2,1998,14,10012,10,012,0136,00002,1295
100310015,1,02,2,18,06,2007,2,09,2,1,1,2,2,1,2,2,1,2,2,2,2,I,14,07,04,03,,,,,2,,,,,,2016,9,0,0,2,2025,18,10012,10,012,0136,00002,1295
100310016,1,02,1,27,03,1998,2,09,3,1,1,1,2,2,2,2,1,1,1,2,2,I,07,09,05,07,09,,,1,2,,1,1,,1,,99,0,0,1,2017,19,10012,10,012,0136,00002,1295
100310017,1,02,2,47,05,1978,2,06,3,1,2,2,2,2,2,2,2,2,1,2,2,G,12,08,10,08,08,05,,2,,,,,,,1996,18,1,2,2,1993,15,10012,10,012,0136,00002,1295
100310018,1,01,1,33,10,1992,1,09,3,1,1,2,1,1,2,2,1,1,2,2,2,F,07,10,10,10,10,10,,1,2,2,2,2,1,1,2021,29,2,2,1,2005,13,10012,10,012,0136,00002,1295
100310020,1,01,1,39,08,1986,1,03,5,1,1,2,1,2,1,2,1,1,2,2,2,I,07,10,10,08,08,10,1,2,,2,,2,,,2014,28,1,2,1,2000,14,10012,10,012,0136,00002,1295
100359801,1,01,2,23,01,2002,1,03,3,1,2,1,2,2,2,2,2,2,1,2,2,E,12,10,10,08,09,,,,,,,,,,2019,17,1,1,1,2017,15,10023,10,023,0134,00002,594
100359802,1,02,2,56,11,1969,1,06,3,1,1,2,2,1,1,2,1,2,1,2,2,I,13,08,10,10,10,09,1,3,,,1,2,,1,1987,18,1,2,1,1987,18,10023,10,023,0134,00002,594
100359803,1,01,1,63,07,1962,2,03,6,1,1,2,2,2,2,2,1,1,2,2,2,D,07,09,09,08,10,10,,,,,,2,,,,99,2,4,1,1980,18,10023,10,023,0134,00002,594
100359804,1,01,1,60,08,1965,2,03,6,1,1,2,1,2,1,2,1,1,2,2,2,E,07,09,10,10,10,10,,,,,,,,,1983,18,1,4,1,1980,15,10023,10,023,0134,00002,297
100359804,2,02,2,29,06,1996,1,09,3,1,1,1,1,1,2,2,1,2,1,2,2,G,12,09,09,08,10,,,1,2,2,,,,1,2012,16,1,1,2,2011,15,10023,10,023,0134,00002,594
100359805,1,03,1,19,04,2006,1,11,1,1,1,2,2,1,2,2,1,2,2,2,2,J,00,09,08,09,,,,,1,1,1,1,1,1,2024,18,0,0,1,2022,16,10023,10,023,0134,00002,594
100359806,1,02,2,29,11,1996,1,11,5,1,1,2,2,1,2,2,1,2,1,2,2,I,13,08,10,08,07,,,2,1,1,3,,,1,2013,17,1,1,1,2012,16,10023,10,023,0134,00002,594
100359809,1,03,1,20,12,2005,2,03,6,1,1,2,1,1,1,2,1,1,2,2,2,K,04,07,10,07,07,,,,1,1,,,,,,99,0,0,2,2019,14,10023,10,023,0134,00002,1189
100359810,1,02,2,49,06,1976,2,03,1,1,1,2,2,2,2,2,1,1,1,2,2,D,14,10,08,09,10,10,,1,,3,,2,,,1995,19,2,4,1,1991,15,10023,10,023,0134,00002,892
100359811,1,02,2,24,05,2001,2,06,3,1,1,1,2,2,2,2,1,2,1,2,2,I,08,10,10,10,10,,1,,,,,,,,,99,1,2,2,2019,18,10023,10,023,0134,00002,594
