folioviv,foliohog,id_pobla,sexo_pe,edad_act,mes_nac,anio_nac,otra_resid,nivela_pe,gradoa_pe,asiste_pe,tra_pago,tra_negfam,tra_neg,tra_aprend,tra_volun,tra_relig,trab_remun,sosten_eco,tra_dome,lengua_ind,pueblo_ind,color_piel,razon_estu,satis_vida,satis_nina,satis_adol,satis_jov,satis_adul,c_alimenta,c_actfis,c_tics,c_redsoc,c_consbien,c_economia,c_consalco,c_lectura,anio_dejar,edad_dejar,matrimonio,hij_vivos,anticoncep,anio_rsex,edad_rsex,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
206257907,1,02,2,46,09,1979,1,03,4,1,2,2,2,2,2,2,2,2,1,1,1,E,07,00,08,10,09,08,,,,,,,,,1995,16,1,2,1,1995,16,20325,20,325,0300,00012,2302
206257908,1,01,2,33,11,1992,1,03,4,1,2,2,2,2,2,2,2,2,1,1,1,G,07,05,07,10,10,10,,,,,,,,,2008,16,1,1,2,2008,16,20325,20,325,0300,00012,1151
206257910,1,01,2,29,06,1996,1,06,2,1,1,2,2,2,2,2,1,1,1,1,1,E,07,10,07,09,10,,,,,,,,,,2012,16,1,2,2,2012,16,20325,20,325,0300,00012,1151
206257911,1,02,2,24,12,2001,2,03,6,1,2,2,2,2,2,2,2,2,1,1,1,F,04,09,10,10,09,,,,1,1,,1,,,2016,15,1,2,1,2016,15,20325,20,325,0300,00012,2302
206257912,1,04,2,23,09,2002,1,06,3,1,1,2,2,2,2,2,1,2,1,1,1,G,07,08,10,10,08,,,,,,,,,,2019,17,1,1,2,2017,15,20325,20,325,0300,00012,3454
206257913,1,01,1,39,10,1986,1,03,5,1,1,1,2,2,1,2,1,1,1,1,1,E,04,05,01,08,08,08,,,,,,2,1,,1997,11,1,3,1,2009,23,20325,20,325,0300,00012,2302
206257914,1,01,1,44,05,1981,1,03,6,1,1,2,2,2,1,2,1,1,1,1,1,D,07,08,10,10,10,08,,,,,,2,1,,1992,11,1,2,1,,99,20325,20,325,0300,00012,2302
206257914,2,05,2,21,05,2004,2,06,1,1,1,2,2,2,1,2,1,2,1,1,1,G,12,09,10,10,09,,,,,,,2,,,2019,15,1,0,2,2018,14,20325,20,325,0300,00012,3454
206257915,1,02,2,55,02,1970,1,03,3,1,1,1,2,2,2,2,1,2,1,1,1,H,07,07,10,09,08,10,,2,,,,,,,1982,12,1,3,2,1986,16,20325,20,325,0300,00012,2302
206257916,1,02,2,32,01,1993,2,03,6,1,2,1,2,2,2,2,2,2,1,1,1,G,02,10,01,05,08,08,,,,,,2,,,2011,18,1,2,1,2006,13,20325,20,325,0300,00012,2302
206257917,1,01,1,62,05,1963,2,03,1,1,2,1,2,2,2,2,2,1,1,1,1,E,10,09,04,07,08,10,,,,,,2,,,1988,25,1,7,2,1983,20,20325,20,325,0300,00012,4605
206257920,1,03,2,18,06,2007,2,06,2,1,2,1,2,2,2,2,2,2,1,1,1,F,07,07,08,06,,,,,,,,2,,,,99,0,0,2,,88,20325,20,325,0300,00012,3454
206290301,1,01,1,35,10,1990,2,06,3,1,1,1,2,2,2,2,1,1,1,2,1,E,07,06,08,08,08,07,,,,,,2,,,2012,22,1,3,1,2009,19,20377,20,377,0300,00013,2594
206290303,1,02,2,34,11,1991,1,06,3,1,1,2,2,2,2,2,1,1,1,2,1,G,02,07,09,08,09,06,,,,,,2,,,2011,20,2,2,1,2010,19,20377,20,377,0300,00013,2594
206290304,1,01,2,32,05,1993,1,06,3,1,1,2,2,2,2,2,1,1,1,2,1,E,02,07,05,06,07,07,,,,,,2,,,2008,15,1,2,1,2008,15,20377,20,377,0300,00013,1297
206290306,1,01,2,33,05,1992,2,06,3,1,1,2,2,2,2,2,1,2,1,2,1,F,12,07,10,08,06,06,,2,,,,,,,2010,18,1,3,2,2009,17,20377,20,377,0300,00013,1297
206290307,1,01,1,58,02,1967,1,00,0,2,1,1,2,2,2,2,1,1,2,2,1,B,14,10,10,10,05,08,,1,,,,,,,1997,30,1,2,2,,99,20377,20,377,0300,00013,1297
206290308,1,01,2,28,07,1997,1,06,1,1,1,1,2,2,2,2,1,1,1,2,1,G,07,08,10,09,08,,,,,,,2,,,2007,10,2,2,1,2014,17,20377,20,377,0300,00013,1297
206290309,1,02,2,39,10,1986,1,09,3,1,1,1,2,2,2,2,1,1,1,1,1,E,07,06,08,08,07,06,,,3,3,3,2,1,,2004,18,1,2,1,2009,23,20377,20,377,0300,00013,3891
206290310,1,01,2,39,04,1986,1,06,3,1,1,2,2,2,2,2,1,1,1,2,1,E,07,10,10,05,05,05,,,,,,2,,,2002,16,2,3,1,2001,15,20377,20,377,0300,00013,1297
206290312,1,02,2,53,07,1972,2,03,6,1,2,1,2,2,2,2,2,2,1,2,1,E,02,05,10,05,05,07,,,,,,2,,,1987,15,2,5,1,1987,15,20377,20,377,0300,00013,1297
206290313,1,02,2,24,11,2001,2,09,3,1,2,1,2,2,2,2,2,2,1,2,1,D,12,07,09,07,08,,,,,3,,2,,,2019,18,1,1,1,2019,18,20377,20,377,0300,00013,2594
206290314,1,01,1,39,03,1986,2,06,3,1,1,2,2,2,1,2,1,1,1,2,1,H,07,06,02,02,05,07,,,,,1,,,,2006,20,1,3,1,,99,20377,20,377,0300,00013,3891
206290315,1,02,2,46,04,1979,2,00,0,2,1,1,2,2,2,2,1,2,1,2,1,G,07,10,05,08,07,10,,,,,,,,,1993,14,2,9,2,1991,12,20377,20,377,0300,00013,5188
206290316,1,02,2,37,08,1988,1,11,4,1,1,1,2,2,2,2,1,2,1,2,1,E,11,06,08,08,08,06,,,3,3,2,2,,,2006,18,1,4,1,2011,23,20377,20,377,0300,00013,2594
206290317,1,02,2,55,11,1970,1,06,3,1,1,2,2,2,2,2,1,2,1,2,2,I,04,08,08,08,08,08,2,2,,,,2,,,1987,17,1,3,1,1987,17,20377,20,377,0300,00013,1297
206290318,1,01,2,30,02,1995,2,06,1,1,2,1,2,2,1,2,2,1,1,2,1,I,12,06,10,03,06,06,2,2,2,2,1,2,,1,2009,14,1,2,1,2009,14,20377,20,377,0300,00013,1297
206290319,1,01,2,31,11,1994,1,09,3,1,1,1,2,2,2,2,1,2,1,2,1,H,07,08,04,04,08,08,,,,,,2,,,2013,19,1,2,1,2014,20,20377,20,377,0300,00013,1297
206290320,1,01,1,43,09,1982,2,06,3,1,1,1,1,2,1,2,1,1,1,2,1,D,07,10,10,10,10,10,2,2,2,,,2,,1,2012,30,1,1,1,1999,17,20377,20,377,0300,00013,2594
206334701,1,02,2,43,01,1982,1,03,4,1,2,2,2,2,2,2,2,2,1,1,1,I,07,09,08,10,08,09,,,,,,2,,,1999,17,1,3,2,1998,16,20427,20,427,0300,00014,2679
206334701,2,01,1,20,03,2005,2,03,6,1,1,1,2,2,2,2,1,1,1,2,1,D,04,08,10,10,10,,,,,,,2,,,,99,1,1,2,2020,15,20427,20,427,0300,00014,2679
206334702,1,02,1,26,05,1999,2,11,4,1,1,1,2,1,2,2,1,2,1,2,1,G,13,08,09,08,09,,,2,,1,3,,,,,99,0,0,2,2017,18,20427,20,427,0300,00014,2679
206334703,1,01,1,54,09,1971,1,00,0,2,1,1,2,2,2,2,1,1,1,1,1,D,10,10,10,10,10,10,,,,,,,,,1996,25,1,3,2,1986,15,20427,20,427,0300,00014,1339
206334704,1,01,1,56,09,1969,2,03,6,1,1,1,2,2,1,2,1,1,1,1,1,C,02,09,08,09,09,09,,2,,,,2,1,,1987,18,1,4,1,1987,18,20427,20,427,0300,00014,2679
206334705,1,01,2,30,04,1995,1,06,2,1,1,2,2,2,2,2,1,2,1,2,2,B,10,07,10,10,08,07,2,,,,2,,,,2013,18,2,4,2,2013,18,20427,20,427,0300,00014,2679
206334706,1,01,2,50,11,1975,1,03,4,1,2,2,2,2,2,2,2,2,1,1,1,I,07,10,05,07,08,07,2,2,,2,,2,,,1991,16,1,1,2,1991,16,20427,20,427,0300,00014,1339
206334707,1,01,1,60,11,1965,1,03,4,1,1,2,2,2,2,2,1,1,1,1,1,E,05,09,08,09,09,09,,,,,,,,,1982,17,1,1,1,1981,16,20427,20,427,0300,00014,2679
206334708,1,01,1,33,11,1992,2,03,6,1,1,1,2,2,2,2,1,1,1,2,1,E,04,08,10,09,08,09,,,,,,,,,,99,1,2,1,2010,18,20427,20,427,0300,00014,2679
206334709,1,01,1,31,03,1994,2,06,3,1,1,1,2,2,2,2,1,1,1,1,1,I,07,05,05,05,05,05,,,,,,2,,,2013,19,1,1,2,2011,17,20427,20,427,0300,00014,2679
206334710,1,01,1,33,06,1992,2,06,3,1,1,1,1,2,2,2,1,1,1,1,1,G,07,09,10,08,09,10,3,2,1,1,,2,,,2012,20,1,2,1,2012,20,20427,20,427,0300,00014,1339
206334711,1,02,2,32,05,1993,2,03,6,1,2,2,2,2,2,2,2,2,1,2,1,C,07,10,10,10,10,10,,2,,,,2,,1,2009,16,1,2,1,2009,16,20427,20,427,0300,00014,2679
206334712,1,02,2,45,01,1980,2,03,5,1,2,2,2,2,2,2,2,2,1,2,1,E,05,10,07,10,10,10,,,,,,,,,1997,17,1,1,2,1997,17,20427,20,427,0300,00014,4018
206334713,1,01,1,34,05,1991,2,06,1,1,1,1,1,2,1,2,1,1,1,2,1,A,07,10,10,10,10,10,,,,,1,,,,2014,23,1,2,1,2013,22,20427,20,427,0300,00014,2679
206334715,1,01,1,35,06,1990,1,12,2,1,1,1,2,2,2,2,1,1,1,2,2,D,13,10,03,06,07,10,,1,,,,1,,,2005,15,3,1,2,2002,12,20427,20,427,0300,00014,2679
206334716,1,01,2,36,04,1989,1,11,5,1,1,1,1,1,1,2,1,1,1,1,1,H,07,08,07,07,08,09,1,,,,1,2,,1,2015,26,1,2,1,2012,23,20427,20,427,0300,00014,1339
206334717,1,01,1,37,04,1988,1,06,3,1,1,2,1,2,2,2,1,1,1,2,1,G,07,07,09,09,08,10,,1,1,1,2,1,1,1,2010,22,1,2,1,2005,17,20427,20,427,0300,00014,2679
206334718,1,01,1,48,02,1977,2,03,6,1,1,1,2,2,2,2,1,1,2,2,1,C,07,08,10,03,09,08,,,1,1,,,,,2003,26,1,3,1,2001,24,20427,20,427,0300,00014,5358
206334719,1,02,2,34,07,1991,2,06,3,1,2,1,2,2,2,2,2,2,1,1,1,G,02,10,10,08,09,10,1,,,,,2,,,2008,17,1,3,2,2008,17,20427,20,427,0300,00014,2679
206356901,1,01,2,58,02,1967,1,03,6,1,1,2,2,2,2,2,1,1,1,2,2,J,07,06,10,10,08,07,,,,,,2,,,1997,30,1,0,2,1997,30,20453,20,453,0300,00015,1134
206356902,1,03,1,20,04,2005,1,09,3,1,1,2,1,2,2,2,1,2,1,2,1,E,14,08,09,09,09,,2,,,2,,,,,,99,0,0,2,2023,18,20453,20,453,0300,00015,1134
206356904,1,01,1,50,01,1975,2,06,3,1,1,1,2,2,1,2,1,1,1,1,1,G,07,08,10,09,10,08,2,3,2,,3,2,,,2010,35,0,0,2,1992,17,20453,20,453,0300,00015,1134
206356905,1,02,2,60,07,1965,1,09,2,1,1,2,2,2,2,2,1,2,1,1,2,G,08,08,10,10,10,08,1,,,,,2,,,1987,22,1,2,2,1980,15,20453,20,453,0300,00015,2268
206356906,1,01,2,64,01,1961,1,03,6,1,1,1,2,2,2,2,1,1,1,1,1,E,01,08,04,06,08,08,1,1,,,,2,,1,1991,30,1,2,2,1986,25,20453,20,453,0300,00015,1134
206356907,1,02,1,52,02,1973,2,09,3,1,1,2,1,2,2,2,1,1,1,2,1,H,07,06,02,06,07,08,,,,,,2,,,,99,0,0,2,1988,15,20453,20,453,0300,00015,1134
206356908,1,02,2,30,12,1995,2,09,3,1,1,2,2,2,2,2,1,2,1,2,1,G,12,09,10,09,08,09,1,2,,2,,2,,,2016,21,1,1,2,2015,20,20453,20,453,0300,00015,2268
206356909,1,01,2,48,04,1977,2,03,4,1,1,2,2,2,2,2,1,1,1,2,1,F,07,10,05,07,08,10,1,1,,,,,,,,99,0,1,2,2007,30,20453,20,453,0300,00015,1134
206356911,1,01,2,50,07,1975,1,06,3,1,1,1,2,2,1,2,1,1,1,2,1,D,07,08,05,05,08,04,2,2,1,,,2,,,1992,17,1,3,1,1992,17,20453,20,453,0300,00015,3402
206356913,1,03,2,47,10,1978,2,00,0,2,2,2,2,2,2,2,2,2,1,2,2,E,11,10,07,09,09,09,2,2,,,,2,,,,99,0,0,2,,88,20453,20,453,0300,00015,1134
206356914,1,02,2,58,09,1967,2,06,3,1,2,2,2,2,2,2,2,2,1,2,1,E,02,10,10,08,07,09,,,,,,2,,1,1986,19,1,6,1,1986,19,20453,20,453,0300,00015,2268
206356916,1,04,2,26,03,1999,1,11,4,1,1,1,2,1,2,2,1,2,1,2,1,F,07,08,10,07,08,,1,1,2,2,,2,,1,2020,21,1,1,1,2016,17,20453,20,453,0300,00015,6804
206356917,1,01,2,54,08,1971,2,03,6,1,1,1,2,2,2,2,1,1,1,2,1,E,07,07,08,08,10,08,,,,,,2,,,1989,18,1,3,2,1990,19,20453,20,453,0300,00015,1134
206356918,1,01,1,56,12,1969,2,06,3,1,1,1,2,2,2,2,1,1,2,1,1,F,07,10,10,06,10,10,,,2,2,1,,1,1,1986,17,1,2,1,1986,17,20453,20,453,0300,00015,2268
206356919,1,01,2,64,09,1961,1,03,3,1,1,1,2,2,2,2,1,1,1,2,1,B,01,10,05,08,08,08,,,,,,1,1,,1975,14,2,5,1,1978,17,20453,20,453,0300,00015,1134
206356920,1,02,2,50,09,1975,2,06,3,1,1,1,2,2,2,2,1,2,1,2,1,E,12,08,10,08,05,07,,,,,,2,,,1991,16,1,3,1,1991,16,20453,20,453,0300,00015,2268
206369901,1,01,2,46,05,1979,1,03,5,1,1,1,2,2,1,2,1,1,1,2,1,E,04,10,10,10,09,09,,,,,,2,,,2006,27,0,2,2,1997,18,20468,20,468,0301,00004,1354
206369902,1,01,2,26,01,1999,1,03,6,1,1,1,2,2,2,2,1,2,1,1,1,E,10,07,08,08,08,,1,,,,,,,,2016,17,1,1,1,2015,16,20468,20,468,0301,00004,1354
206369903,1,01,1,49,08,1976,2,03,6,1,1,1,2,2,1,2,1,1,1,2,1,C,10,08,10,10,06,05,,,2,3,,1,1,1,1996,20,1,2,2,1995,19,20468,20,468,0301,00004,2707
206369906,1,03,2,28,11,1997,1,09,2,1,1,2,2,2,2,2,1,2,1,2,1,F,10,08,10,10,10,,,,,,,2,,,2023,26,1,1,2,2017,20,20468,20,468,0301,00004,1354
206369907,1,02,2,48,08,1977,2,03,3,1,2,2,2,2,2,2,2,2,1,1,1,F,07,07,06,07,07,07,2,2,,,,2,,,1992,15,1,3,1,1992,15,20468,20,468,0301,00004,2707
206369908,1,01,1,39,04,1986,1,03,6,1,1,2,2,2,2,2,1,1,2,2,1,A,07,10,10,10,10,10,,,,,,3,,,1999,13,2,3,2,2003,17,20468,20,468,0301,00004,1354
206369910,1,02,2,35,06,1990,1,06,3,1,1,2,2,2,2,2,1,1,1,2,1,C,01,07,05,08,08,08,1,,,,,1,,,2005,15,1,4,1,2007,17,20468,20,468,0301,00004,2707
206369911,1,02,2,41,01,1984,1,06,3,1,1,2,2,2,2,2,1,1,1,1,1,E,10,10,05,05,08,10,,,,,,2,,,1999,15,1,1,2,,99,20468,20,468,0301,00004,2707
206369912,1,02,2,60,12,1965,2,03,6,1,2,1,2,2,1,1,2,2,1,1,1,F,02,08,07,09,07,04,,,,,,,,,,99,1,5,1,1979,14,20468,20,468,0301,00004,1354
206369913,1,02,2,52,09,1973,2,06,3,1,1,2,2,2,1,2,1,1,1,1,1,D,07,08,05,06,08,08,,1,,,,2,,1,,99,0,2,2,2011,38,20468,20,468,0301,00004,1354
206369914,1,04,1,19,09,2006,2,09,3,1,1,1,2,2,1,2,1,2,1,2,1,G,04,09,10,10,,,1,1,2,1,2,2,2,1,,99,0,0,2,2023,17,20468,20,468,0301,00004,5414
206369915,1,01,1,54,03,1971,1,03,5,1,1,2,2,2,1,2,1,1,1,2,1,G,10,07,10,10,10,08,,,,1,1,1,,,1989,18,2,3,1,1984,13,20468,20,468,0301,00004,2707
206369916,1,01,1,62,09,1963,1,07,6,1,1,2,2,2,2,2,1,1,1,1,1,G,07,10,06,08,07,07,,,,,,,,,1998,35,0,0,2,1978,15,20468,20,468,0301,00004,1354
206369917,1,02,2,61,08,1964,1,03,2,1,2,1,2,2,2,2,2,1,1,1,1,F,09,09,05,08,08,08,2,3,,,,2,,,1978,14,1,4,1,1978,14,20468,20,468,0301,00004,2707
206369918,1,02,1,30,05,1995,1,06,3,1,1,2,2,2,2,2,1,1,1,2,1,E,05,08,08,10,08,08,2,2,,,,2,,,,99,1,2,2,2007,12,20468,20,468,0301,00004,5414
206369920,1,01,1,60,12,1965,2,03,6,1,1,2,2,2,1,2,1,1,1,2,1,D,07,08,10,10,10,10,1,1,,1,,,1,,,99,1,4,1,1983,18,20468,20,468,0301,00004,2707
206373603,1,01,2,37,09,1988,1,07,3,1,1,2,2,1,1,2,1,1,1,2,1,E,06,08,05,06,10,09,,,,,,2,,,2006,18,1,2,1,2006,18,20469,20,469,0300,00016,1294
206373610,1,02,2,46,10,1979,1,06,3,1,1,2,2,2,2,2,1,1,1,1,1,D,07,10,10,07,10,10,,,1,1,1,2,,,1999,20,1,0,2,2001,22,20469,20,469,0300,00016,2588
206373612,1,01,1,62,11,1963,1,03,6,1,1,1,2,2,2,2,1,1,1,1,1,J,02,08,04,06,08,08,,,,,,,,,1979,16,1,4,1,1986,23,20469,20,469,0300,00016,1294
206373613,1,02,2,58,04,1967,1,03,6,1,1,2,2,2,2,2,1,2,1,1,1,F,02,10,03,03,03,03,,,,,,2,,,1985,18,1,4,1,1985,18,20469,20,469,0300,00016,2588
206373614,1,02,2,27,05,1998,2,06,3,1,1,2,2,2,2,2,1,2,1,1,1,I,07,08,08,08,08,,,2,1,,2,2,,,,99,1,0,2,2016,18,20469,20,469,0300,00016,2588
206373615,1,03,2,38,09,1987,2,06,3,1,2,2,2,2,2,2,2,2,1,1,1,E,07,10,10,10,10,10,,,,,,1,,,,99,1,2,2,2018,31,20469,20,469,0300,00016,1294
206373616,1,02,2,45,01,1980,1,03,5,1,2,2,2,2,2,2,2,2,1,1,1,D,14,09,07,09,09,09,,,,,,2,,,1997,17,1,6,1,1997,17,20469,20,469,0300,00016,3882
206373620,1,01,1,29,01,1996,1,06,3,1,1,2,2,1,1,2,1,1,2,1,1,F,07,03,10,05,08,,,,,1,1,2,2,,2016,20,0,0,2,2018,22,20469,20,469,0300,00016,1294
206380402,1,03,2,43,11,1982,2,09,3,1,1,2,2,2,1,2,1,2,1,2,1,G,07,09,10,10,10,10,,,1,2,,2,,,,99,0,1,2,2007,25,20478,20,478,0300,00017,1256
206380405,1,02,2,63,04,1962,1,03,6,1,1,1,2,2,2,2,1,1,1,2,1,G,10,10,03,10,10,10,,,,,,,,,1974,12,1,3,1,1979,17,20478,20,478,0300,00017,1256
206380406,1,04,2,23,06,2002,1,11,5,1,2,1,1,1,1,2,2,2,2,2,2,J,13,06,08,06,07,,2,2,,1,,2,,1,,99,0,0,2,2021,19,20478,20,478,0300,00017,2512
206380407,1,02,2,54,01,1971,1,00,0,2,1,2,2,2,1,2,1,2,1,2,1,J,01,10,00,00,10,10,2,2,,1,,,,,1985,14,1,5,1,1990,19,20478,20,478,0300,00017,3768
206380408,1,04,2,56,01,1969,2,06,3,1,1,1,2,2,1,2,1,2,1,2,1,D,04,10,10,10,10,10,,,,,1,,,1,1991,22,1,4,1,1991,22,20478,20,478,0300,00017,3768
206380410,1,01,1,51,06,1974,2,03,6,1,1,2,2,2,2,2,1,1,2,2,1,G,07,09,10,09,09,09,,,,,,,,,,99,1,4,2,1996,22,20478,20,478,0300,00017,2512
206380413,1,01,2,56,08,1969,1,03,6,1,1,2,2,2,1,2,1,1,1,2,2,F,07,07,00,00,06,01,,,,,,,,,1987,18,1,4,1,1987,18,20478,20,478,0300,00017,2512
206380414,1,01,2,62,04,1963,2,03,3,1,1,2,1,2,1,1,1,1,1,2,1,F,09,10,08,09,10,06,1,1,,,,1,,,2022,59,0,2,2,1983,20,20478,20,478,0300,00017,1256
206380416,1,01,1,47,05,1978,1,03,&,1,1,1,1,2,1,2,1,1,1,2,2,E,14,07,04,08,05,09,,,,,,,,,2002,24,1,0,2,1997,19,20478,20,478,0300,00017,1256
206380417,1,01,2,27,03,1998,1,09,3,1,1,1,2,2,2,2,1,1,1,2,1,C,10,10,08,08,10,,,,,,,2,,,2019,21,0,0,1,2017,19,20478,20,478,0300,00017,1256
206380420,1,02,2,38,05,1987,2,03,4,1,2,2,2,2,1,2,2,2,1,2,2,G,05,09,05,10,10,10,,,,,,,,,,99,0,0,2,,88,20478,20,478,0300,00017,1256
206392001,1,02,1,18,06,2007,2,09,1,1,2,1,2,2,1,2,2,2,1,2,1,D,05,08,10,08,,,,,,,,2,,,,99,0,0,2,2021,14,20491,20,491,0300,00018,2668
206392002,1,01,2,44,08,1981,2,03,6,1,2,2,2,2,1,2,2,2,1,1,1,I,04,06,08,07,08,08,,,,,,2,,,1996,15,1,11,1,1993,12,20491,20,491,0300,00018,2668
206392003,1,01,2,36,06,1989,2,06,3,1,1,1,1,2,1,1,1,1,1,1,1,C,07,10,07,09,10,10,,,2,2,1,2,,2,2008,19,0,2,2,2004,15,20491,20,491,0300,00018,1334
206392004,1,03,2,26,07,1999,2,06,3,1,2,2,2,2,2,2,2,2,1,2,2,E,07,08,09,07,09,,,,,,,,,,,99,0,0,2,2021,22,20491,20,491,0300,00018,6669
206392005,1,01,2,28,05,1997,2,06,3,1,2,2,2,2,1,2,2,2,1,2,1,H,07,08,10,10,07,,,,,,,2,,,2013,16,1,2,1,2012,15,20491,20,491,0300,00018,1334
206392006,1,01,1,42,07,1983,2,06,3,1,1,1,2,2,1,1,1,1,1,1,1,E,07,08,07,09,08,08,,,,,2,2,,,2011,28,1,4,1,2001,18,20491,20,491,0300,00018,2668
206392007,1,02,2,39,08,1986,1,11,2,1,1,2,2,1,1,1,1,1,1,2,1,G,07,10,10,10,10,10,,,1,1,1,2,,1,2006,20,1,2,1,2008,22,20491,20,491,0300,00018,2668
206392008,1,02,2,60,03,1965,1,03,2,1,2,1,2,1,1,2,2,1,1,1,1,D,07,08,03,10,10,10,,,,,,,,,1979,14,1,8,1,1976,11,20491,20,491,0300,00018,1334
206392009,1,01,1,49,08,1976,2,06,3,1,1,2,2,2,2,2,1,1,1,1,1,D,07,05,10,06,08,08,2,,,,2,2,1,1,2009,33,1,5,1,1998,22,20491,20,491,0300,00018,4001
206392010,1,01,2,26,11,1999,2,09,3,1,1,2,2,2,1,1,1,1,1,2,1,C,07,06,10,10,02,,2,,,3,2,2,,,2021,22,0,1,2,2020,21,20491,20,491,0300,00018,1334
206392011,1,03,1,25,04,2000,2,09,3,1,1,2,2,2,2,2,1,1,2,2,1,F,10,08,07,07,08,,,,,,,,,,,99,0,0,2,2016,16,20491,20,491,0300,00018,1334
206392013,1,03,2,28,04,1997,1,03,6,1,1,1,2,2,2,2,1,1,1,2,1,G,07,08,10,07,10,,,,,,,,,,2020,23,1,2,2,2013,16,20491,20,491,0300,00018,6669
206392014,1,02,2,27,01,1998,1,09,3,1,2,2,2,2,2,2,2,2,1,2,1,H,04,10,10,10,10,,,2,,,,2,,,2018,20,1,2,2,2020,22,20491,20,491,0300,00018,2668
206392015,1,01,2,41,11,1984,1,03,5,1,2,1,2,2,2,2,2,1,1,1,1,H,12,05,10,10,05,05,,,,,,,,,1998,14,1,6,2,1998,14,20491,20,491,0300,00018,1334
206392016,1,01,1,41,08,1984,2,03,6,1,1,1,1,2,2,2,1,1,2,2,1,J,07,05,10,10,05,05,,,,,,,,,2012,28,1,3,1,2009,25,20491,20,491,0300,00018,2668
206392018,1,01,1,49,08,1976,2,03,6,1,1,1,2,2,2,2,1,1,2,2,1,H,07,08,08,09,07,05,,,,,,,1,,1993,17,1,5,1,1993,17,20491,20,491,0300,00018,2668
206392019,1,01,1,56,02,1969,2,03,3,1,1,1,2,2,2,2,1,1,1,1,1,G,05,08,08,08,08,08,2,2,,,,2,2,,,99,1,0,2,1989,20,20491,20,491,0300,00018,2668
206392020,1,02,2,47,12,1978,2,03,6,1,1,1,2,2,2,2,1,2,2,2,1,F,02,08,07,07,08,09,2,2,,,,2,,,1994,16,1,7,1,1993,15,20491,20,491,0300,00018,4001
206414101,1,01,2,40,06,1985,1,06,3,1,1,1,2,2,1,2,1,2,1,2,2,I,12,09,07,08,08,09,,,,,,,,,2001,16,1,4,1,2001,16,20520,20,520,0301,00005,1330
206414102,1,04,1,50,08,1975,1,03,6,1,1,2,2,2,2,2,1,1,2,2,1,G,04,10,10,10,10,10,,,,,,3,,,1997,22,1,2,2,,99,20520,20,520,0301,00005,9311
206414103,1,01,1,61,03,1964,1,09,3,1,1,2,1,2,1,2,1,1,1,2,1,C,04,08,10,05,10,10,,,2,2,,,,2,1992,28,1,1,2,1982,18,20520,20,520,0301,00005,1330
206414104,1,03,2,24,04,2001,1,09,1,1,1,1,2,2,2,2,1,2,1,2,2,G,04,07,09,08,08,,,,,,,2,,,2019,18,1,1,1,2019,18,20520,20,520,0301,00005,3990
206414105,1,02,2,54,07,1971,2,03,6,1,2,1,2,2,2,2,2,2,1,2,2,F,01,09,09,09,06,06,,,,,,,,,1988,17,1,5,1,1988,17,20520,20,520,0301,00005,2660
206414106,1,02,2,63,11,1962,1,06,3,1,1,1,2,2,2,2,1,1,1,1,1,C,07,08,00,08,06,08,2,2,,,,2,,,1990,28,1,4,2,1990,28,20520,20,520,0301,00005,2660
206414107,1,01,1,51,06,1974,1,03,6,1,1,2,2,2,1,2,1,1,1,2,1,H,07,08,10,09,07,08,,,1,,,,,,1989,15,0,0,2,1991,17,20520,20,520,0301,00005,1330
206414108,1,02,2,60,11,1965,2,03,6,1,2,1,2,2,2,2,2,2,1,2,1,I,07,10,00,08,08,09,,,,,1,,,,1984,19,1,5,1,1984,19,20520,20,520,0301,00005,2660
206414109,1,01,1,29,03,1996,2,06,3,1,1,2,2,1,1,2,1,1,1,2,1,H,04,10,10,10,10,,,,,,,2,,,2021,25,1,0,2,2020,24,20520,20,520,0301,00005,2660
206414110,1,02,2,64,07,1961,1,03,6,1,1,1,2,2,2,2,1,1,1,2,1,H,09,10,10,10,10,10,,,,,,2,,1,1990,29,1,2,1,1990,29,20520,20,520,0301,00005,1330
206414111,1,03,2,37,08,1988,1,09,1,1,1,1,1,1,1,2,1,1,1,2,1,I,07,10,05,05,08,09,2,2,,2,2,2,2,3,2004,16,1,1,2,2005,17,20520,20,520,0301,00005,1330
206414112,1,02,1,47,09,1978,2,06,3,1,1,1,1,1,1,2,1,2,1,2,2,I,07,08,08,07,08,08,,,,,,2,,,,99,0,0,2,1993,15,20520,20,520,0301,00005,1330
206414114,1,02,2,33,10,1992,1,06,3,1,1,1,1,2,1,2,1,2,1,2,2,I,07,05,06,06,06,08,,2,3,3,,3,,,2014,22,1,2,2,2014,22,20520,20,520,0301,00005,2660
206414115,1,01,2,35,02,1990,1,11,5,1,1,1,1,2,1,2,1,1,1,2,1,F,08,08,10,10,09,08,1,1,,,,1,,1,2013,23,1,2,1,2007,17,20520,20,520,0301,00005,1330
206414117,1,01,1,62,08,1963,2,03,6,1,1,2,2,2,2,2,1,1,2,2,1,D,07,08,06,07,08,08,,,,,,2,,,1992,29,1,3,1,,99,20520,20,520,0301,00005,3990
206414118,1,01,2,58,12,1967,1,06,3,1,1,1,2,2,2,2,1,1,1,2,1,E,09,10,07,08,09,05,,,2,,,2,,,1990,23,1,5,1,1987,20,20520,20,520,0301,00005,6651
