folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,cuart_dorm,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,drenaje,disp_elect,focos,focos_ahor,tenencia,num_micro,anio_micro,num_refri,anio_refri,num_lropa,anio_lropa,num_ltras,anio_ltras,num_airea,anio_airea,num_calef,anio_calef,num_venti,anio_venti,num_tv,anio_tv,num_pc,anio_pc,num_lap,anio_lap,num_table,anio_table,num_imp,anio_imp,num_cel,anio_cel,num_tfijo,anio_tfijo,num_inter,anio_inter,num_tvpag,anio_tvpag,num_pdigi,anio_pdigi,num_dvd,anio_dvd,num_juego,anio_juego,num_auto,anio_auto,num_van,anio_van,residentes,tot_hog,cvegeo,cve_ent,cve_mun,tam_loc,est_socio,est_dis,upm,factor_viv
136256408,1,8,10,3,4,1,1,,4,1,2,1,17,17,4,1,18,1,14,1,07,0,,0,,0,,0,,1,19,0,,0,,0,,0,,6,25,0,,1,20,0,,0,,0,,0,,0,,0,,6,1,13084,13,084,4,2,0192,00012,1050
136256410,1,8,10,2,2,1,1,,4,1,2,1,10,10,4,0,,1,15,1,20,0,,0,,0,,1,15,1,20,0,,0,,0,,0,,1,22,0,,1,15,0,,-1,25,0,,0,,1,23,0,,1,1,13084,13,084,4,2,0192,00012,1050
136256411,1,8,10,2,2,2,3,,1,1,2,1,6,6,4,0,,1,20,1,24,0,,0,,0,,0,,1,24,0,,0,,0,,0,,1,24,0,,1,24,0,,0,,0,,0,,0,,1,23,4,1,13084,13,084,4,2,0192,00012,1050
136256412,1,8,03,2,1,2,1,,4,1,2,1,5,5,4,1,22,1,24,1,04,0,,0,,0,,0,,1,21,0,,0,,0,,0,,4,23,0,,1,20,0,,0,,0,,0,,0,,0,,3,1,13084,13,084,4,2,0192,00012,1050
136256414,1,8,10,2,2,1,3,,1,1,2,1,8,8,4,0,,1,15,1,15,0,,0,,0,,0,,1,15,0,,0,,0,,0,,2,25,0,,1,15,0,,0,,0,,0,,1,25,0,,3,1,13084,13,084,4,2,0192,00012,1050
136256415,1,8,04,2,1,1,1,,3,1,2,1,4,4,4,0,,1,17,0,,0,,0,,0,,0,,1,17,0,,0,,0,,0,,2,19,0,,1,20,0,,0,,0,,0,,0,,1,19,2,1,13084,13,084,4,2,0192,00012,1050
136256416,1,8,10,2,2,2,1,,4,1,2,1,5,5,4,0,,1,15,0,,0,,0,,0,,0,,1,19,0,,0,,0,,0,,3,21,0,,0,,0,,0,,0,,0,,0,,0,,6,1,13084,13,084,4,2,0192,00012,1050
136256417,1,8,10,3,3,1,1,,4,1,2,1,10,10,4,0,,1,20,1,05,0,,0,,0,,1,15,1,20,0,,1,20,0,,1,20,5,22,0,,1,24,1,15,2,24,0,,0,,1,22,1,22,6,1,13084,13,084,4,2,0192,00012,1050
136256419,1,8,10,3,3,1,1,,4,1,2,1,10,10,4,1,24,1,23,0,,0,,0,,0,,0,,1,21,0,,1,21,0,,0,,2,23,0,,1,22,0,,0,,0,,0,,1,22,1,24,3,1,13084,13,084,4,2,0192,00012,1050
136256420,1,8,10,3,4,1,3,,4,1,2,1,13,13,4,1,25,1,23,1,21,0,,0,,0,,0,,1,22,0,,0,,1,25,1,24,5,24,0,,1,19,1,25,1,22,0,,0,,1,24,1,24,5,1,13084,13,084,4,2,0192,00012,1050
136258503,1,8,10,2,2,3,,5,,1,1,1,5,5,1,0,,1,23,1,25,0,,0,,0,,2,22,1,23,0,,0,,0,,0,,2,20,0,,1,24,0,,1,24,0,,0,,0,,0,,3,1,13084,13,084,4,2,0192,00013,1244
136258504,1,8,10,2,1,1,1,,4,1,2,1,8,8,4,0,,1,22,1,22,0,,0,,0,,1,23,1,23,0,,1,20,0,,1,24,2,24,0,,1,23,0,,0,,0,,0,,1,23,1,24,2,1,13084,13,084,4,2,0192,00013,1244
136258505,1,8,10,2,2,3,,5,,1,2,1,9,7,4,0,,1,10,0,,0,,0,,0,,2,24,1,15,0,,1,25,1,25,0,,4,22,0,,1,23,0,,1,22,1,15,0,,0,,0,,4,1,13084,13,084,4,2,0192,00013,1244
136258506,2,8,04,2,2,3,,5,,1,2,1,6,6,4,0,,1,23,1,15,0,,0,,0,,1,23,2,25,0,,0,,1,24,0,,2,22,0,,1,21,0,,1,24,1,22,0,,0,,0,,3,1,13084,13,084,4,2,0192,00013,1244
136258507,1,8,10,3,3,1,1,,4,1,1,1,5,5,2,1,22,1,15,0,,0,,0,,0,,0,,1,19,0,,1,23,0,,1,23,4,22,0,,1,19,0,,1,24,0,,0,,0,,1,10,4,1,13084,13,084,4,2,0192,00013,1244
136258508,1,8,03,2,1,3,,6,,3,5,1,3,3,4,0,,0,,0,,0,,0,,0,,0,,1,19,0,,0,,0,,0,,1,25,0,,0,,0,,0,,0,,0,,0,,0,,1,1,13084,13,084,4,2,0192,00013,1244
136258509,1,8,10,2,3,1,1,,4,1,1,1,10,10,4,0,,1,05,1,18,0,,0,,0,,0,,0,,0,,1,25,0,,0,,4,25,0,,1,24,0,,0,,0,,0,,1,21,0,,5,1,13084,13,084,4,2,0192,00013,1244
136258510,1,8,10,2,3,1,1,,3,1,1,1,6,6,4,0,,1,20,1,25,0,,0,,0,,0,,1,22,0,,1,21,0,,0,,2,24,0,,1,20,0,,0,,0,,0,,1,18,0,,3,1,13084,13,084,4,2,0192,00013,1244
136258513,2,8,10,2,2,2,1,,2,1,1,1,4,4,4,0,,1,21,1,25,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,23,0,,1,24,0,,0,,0,,0,,1,25,0,,4,1,13084,13,084,4,2,0192,00013,1244
136258514,1,8,10,3,3,3,,5,,1,1,1,14,14,4,0,,1,08,1,24,0,,0,,0,,1,24,0,,0,,0,,0,,0,,3,24,0,,1,22,0,,0,,0,,0,,0,,0,,4,1,13084,13,084,4,2,0192,00013,1244
136258515,1,8,10,3,3,3,,5,,1,2,1,8,8,4,0,,1,21,0,,0,,0,,0,,0,,1,24,0,,0,,0,,0,,1,24,0,,1,25,0,,0,,0,,0,,0,,1,25,4,1,13084,13,084,4,2,0192,00013,1244
136258516,1,8,10,3,2,1,1,,4,1,1,1,8,8,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,25,0,,1,24,0,,0,,0,,0,,0,,1,21,1,1,13084,13,084,4,2,0192,00013,1244
136258517,1,8,10,3,2,1,1,,3,1,1,1,9,9,4,1,24,1,15,0,,0,,0,,0,,2,23,2,22,0,,0,,0,,0,,3,25,0,,1,23,0,,0,,0,,0,,1,22,1,25,4,1,13084,13,084,4,2,0192,00013,1244
136258518,1,8,10,2,3,1,1,,4,1,2,1,15,15,4,1,23,1,15,0,,0,,0,,0,,0,,1,22,0,,0,,0,,0,,3,24,0,,1,23,0,,0,,0,,0,,1,19,0,,5,1,13084,13,084,4,2,0192,00013,1244
136258519,2,8,10,2,3,1,4,,5,1,1,1,6,6,4,1,24,1,17,1,17,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,25,1,23,1,22,0,,0,,0,,0,,0,,0,,4,1,13084,13,084,4,2,0192,00013,1244
136258520,2,8,10,2,2,1,1,,5,1,1,1,6,6,4,0,,1,24,1,23,0,,0,,0,,0,,1,22,0,,1,21,0,,1,21,3,25,0,,1,18,0,,1,25,0,,0,,1,19,0,,3,1,13084,13,084,4,2,0192,00013,1244
140153801,1,8,10,3,3,1,1,,1,1,1,1,12,12,2,1,22,1,10,1,20,0,,0,,0,,0,,1,22,0,,0,,0,,0,,2,22,0,,1,22,0,,0,,0,,0,,0,,0,,4,1,14023,14,023,1,2,0202,00001,2293
140159001,1,8,10,3,2,1,1,,1,1,1,1,10,10,4,0,,1,05,1,00,0,,0,,0,,1,18,3,25,0,,0,,0,,0,,3,24,1,23,1,23,1,23,1,25,0,,0,,1,20,0,,3,1,14023,14,023,1,3,0202,00002,2366
140159002,7,8,10,3,2,1,1,,1,3,1,1,7,7,4,1,23,1,24,1,25,0,,0,,0,,2,25,2,24,0,,0,,0,,0,,2,24,0,,0,,1,15,0,,0,,0,,0,,0,,2,1,14023,14,023,1,3,0202,00002,2366
140159003,1,8,10,3,2,1,1,,1,1,1,1,7,7,4,0,,1,05,1,05,0,,0,,0,,2,20,1,20,0,,0,,0,,0,,2,20,1,90,1,15,1,15,0,,0,,0,,0,,0,,3,1,14023,14,023,1,3,0202,00002,2366
140159004,1,8,10,3,3,1,1,,1,1,1,1,10,10,4,1,22,1,05,1,25,0,,0,,0,,2,25,2,18,1,25,1,20,0,,0,,5,25,1,24,1,24,1,24,0,,0,,0,,0,,0,,6,1,14023,14,023,1,3,0202,00002,2366
140159005,1,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,00,1,00,1,00,0,,0,,0,,0,,3,23,0,,1,23,0,,0,,3,23,1,23,1,23,1,23,0,,0,,0,,0,,0,,3,1,14023,14,023,1,3,0202,00002,2366
140166301,1,8,10,3,2,1,1,,1,1,1,1,6,6,4,0,,1,93,1,93,0,,0,,0,,0,,1,22,0,,0,,0,,0,,1,22,1,93,1,93,0,,0,,0,,0,,0,,1,00,2,1,14023,14,023,1,3,0202,00003,3102
140166302,1,8,10,2,2,1,1,,1,1,1,1,8,8,4,0,,1,05,1,05,0,,0,,0,,1,99,1,21,0,,0,,0,,0,,1,23,-1,95,0,,0,,0,,0,,0,,0,,0,,3,1,14023,14,023,1,3,0202,00003,3102
140166304,1,8,10,3,2,1,1,,1,1,1,1,8,8,4,0,,1,15,1,18,0,,0,,0,,1,22,1,21,0,,2,24,0,,0,,2,24,1,15,1,15,1,15,0,,0,,0,,1,18,0,,2,1,14023,14,023,1,3,0202,00003,3102
140166305,1,8,10,3,2,1,1,,1,1,1,1,15,15,4,1,20,0,,1,10,0,,0,,0,,0,,2,23,0,,1,11,0,,0,,1,24,1,19,1,19,0,,2,20,0,,0,,0,,0,,1,1,14023,14,023,1,3,0202,00003,3102
140190801,1,8,09,3,2,1,1,,4,1,1,1,11,11,4,1,08,1,08,1,22,0,,0,,0,,3,15,1,25,0,,0,,0,,0,,2,22,1,10,1,10,0,,0,,0,,0,,0,,1,05,3,1,14027,14,027,3,2,0208,00001,2419
140190805,1,8,09,2,2,1,1,,2,1,1,1,4,4,1,0,,0,,0,,0,,0,,0,,1,21,0,,0,,0,,0,,0,,2,20,0,,0,,0,,0,,0,,0,,0,,0,,2,1,14027,14,027,3,2,0208,00001,2419
140190806,1,8,09,2,2,1,1,,3,1,1,1,6,6,4,0,,1,20,0,,0,,0,,0,,1,23,0,,0,,1,23,0,,0,,3,21,0,,1,25,0,,0,,0,,0,,0,,1,15,3,1,14027,14,027,3,2,0208,00001,2419
140190807,1,7,09,2,1,1,1,,2,1,2,1,5,5,1,0,,0,,0,,0,,0,,0,,1,23,0,,0,,0,,0,,0,,1,21,0,,0,,0,,0,,0,,0,,0,,0,,2,1,14027,14,027,3,2,0208,00001,2419
140190808,1,8,09,2,1,1,1,,2,1,1,1,6,6,1,0,,1,25,0,,0,,0,,0,,1,22,0,,0,,0,,0,,0,,1,21,0,,0,,0,,0,,0,,0,,0,,0,,4,1,14027,14,027,3,2,0208,00001,2419
140190809,1,8,09,3,1,1,1,,2,1,2,1,5,3,2,1,21,1,20,0,,0,,0,,0,,2,20,0,,0,,0,,0,,0,,1,24,1,23,1,23,0,,0,,0,,0,,0,,0,,2,1,14027,14,027,3,2,0208,00001,2419
140190810,1,8,10,3,2,1,1,,3,1,1,1,4,4,4,1,96,1,96,1,04,0,,0,,0,,2,22,1,21,0,,0,,0,,0,,4,23,0,,0,,0,,0,,0,,0,,0,,0,,4,1,14027,14,027,3,2,0208,00001,2419
140190811,1,8,10,3,1,1,1,,2,1,1,1,10,10,4,1,21,1,15,1,17,0,,-1,20,0,,0,,1,13,0,,0,,0,,0,,1,22,1,90,1,16,0,,0,,0,,0,,1,22,1,15,2,1,14027,14,027,3,2,0208,00001,2419
140190812,1,8,10,2,3,2,1,,2,1,1,1,8,8,4,0,,1,10,1,10,0,,0,,0,,2,23,2,24,0,,1,22,0,,0,,4,23,1,06,1,06,1,06,0,,0,,0,,1,21,0,,4,1,14027,14,027,3,2,0208,00001,2419
140190813,1,8,10,3,4,1,1,,2,1,1,1,9,5,4,0,,1,15,1,20,0,,0,,0,,3,24,3,24,0,,1,23,0,,0,,5,24,0,,1,20,1,17,1,24,0,,1,24,2,22,0,,5,1,14027,14,027,3,2,0208,00001,2419
140190814,1,8,10,2,2,1,1,,3,1,1,1,4,4,4,0,,1,17,1,11,0,,0,,0,,3,10,1,16,0,,0,,0,,0,,2,23,0,,0,,0,,0,,0,,0,,0,,0,,2,1,14027,14,027,3,2,0208,00001,2419
140190818,1,8,04,2,1,2,5,,3,1,1,1,5,3,4,0,,0,,1,21,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,24,0,,0,,0,,0,,0,,0,,0,,0,,8,3,14027,14,027,3,2,0208,00001,2419
140190820,1,8,10,3,2,1,1,,3,1,1,1,10,10,4,1,21,1,18,1,24,0,,0,,0,,0,,1,22,0,,0,,1,24,0,,2,24,0,,1,15,0,,0,,0,,0,,0,,1,19,2,1,14027,14,027,3,2,0208,00001,2419
140238102,1,8,10,3,4,1,1,,1,1,1,1,10,10,4,1,18,1,19,1,23,0,,0,,0,,1,18,0,,0,,0,,0,,0,,1,25,0,,1,15,0,,0,,0,,0,,0,,0,,5,1,14037,14,037,2,2,0205,00001,2446
140238103,1,8,10,3,2,1,1,,1,1,1,1,7,7,1,0,,1,21,1,24,0,,0,,0,,2,24,1,16,0,,1,21,0,,0,,3,24,0,,1,24,1,24,2,24,0,,0,,0,,0,,6,1,14037,14,037,2,2,0205,00001,2446
140238104,1,8,10,3,1,1,1,,1,1,1,1,10,10,4,0,,1,19,1,19,0,,1,21,0,,2,20,2,16,0,,0,,0,,0,,2,24,1,19,1,19,0,,0,,0,,0,,1,22,1,23,4,1,14037,14,037,2,2,0205,00001,2446
140238107,1,8,10,2,2,1,1,,2,1,1,1,9,9,4,0,,1,22,1,20,0,,0,,0,,2,22,2,23,0,,0,,0,,0,,3,24,1,21,1,21,1,20,0,,0,,0,,0,,0,,7,1,14037,14,037,2,2,0205,00001,2446
140238109,1,8,10,3,5,1,3,,1,1,1,1,15,15,4,1,15,-1,25,1,10,0,,0,,0,,2,25,2,23,0,,0,,1,21,0,,5,24,1,97,1,10,1,15,0,,0,,0,,0,,0,,7,1,14037,14,037,2,2,0205,00001,2446
140238110,1,8,10,2,4,1,3,,1,1,1,1,8,8,3,1,20,1,16,1,20,0,,0,,0,,1,22,1,24,0,,0,,0,,0,,4,22,1,20,1,20,1,20,0,,0,,0,,1,22,1,15,8,1,14037,14,037,2,2,0205,00001,2446
140238111,1,8,10,1,1,3,,3,,2,1,5,,,6,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,23,0,,0,,0,,0,,0,,0,,0,,0,,2,1,14037,14,037,2,2,0205,00001,2446
140238112,1,8,10,3,3,1,3,,1,1,1,1,6,5,1,1,20,1,20,1,22,0,,0,,0,,1,23,2,21,0,,0,,0,,0,,3,24,0,,1,21,1,21,0,,0,,0,,0,,0,,5,1,14037,14,037,2,2,0205,00001,2446
140238113,2,8,10,3,1,1,1,,1,1,1,1,2,2,1,1,18,1,18,0,,0,,0,,0,,0,,1,18,0,,0,,0,,0,,1,21,0,,1,24,1,24,0,,0,,0,,0,,0,,2,1,14037,14,037,2,2,0205,00001,2446
140238114,1,8,10,2,3,1,1,,2,1,1,1,5,5,4,0,,1,25,1,25,0,,0,,0,,2,19,1,25,0,,0,,0,,0,,3,24,1,20,0,,0,,1,25,0,,0,,2,25,0,,4,1,14037,14,037,2,2,0205,00001,2446
140238115,1,8,10,3,3,1,1,,1,1,1,1,8,8,1,0,,1,22,1,22,0,,1,22,0,,3,24,1,23,1,22,0,,0,,1,24,5,24,1,22,2,24,1,22,-1,24,0,,0,,1,22,1,22,4,1,14037,14,037,2,2,0205,00001,2446
140238116,1,8,10,3,1,1,3,,1,1,1,1,20,20,4,0,,1,16,1,16,0,,0,,0,,2,10,1,15,0,,1,20,2,23,0,,1,24,1,06,1,06,0,,-1,24,0,,0,,0,,0,,1,1,14037,14,037,2,2,0205,00001,2446
140238117,2,8,10,2,3,1,3,,1,1,1,1,12,12,4,1,24,1,24,1,23,0,,0,,0,,5,23,1,22,0,,1,22,0,,0,,4,24,0,,1,15,1,15,0,,0,,0,,1,24,0,,5,1,14037,14,037,2,2,0205,00001,2446
140238118,2,8,10,2,1,1,1,,1,1,1,1,4,4,1,0,,1,18,0,,0,,0,,0,,1,23,1,24,0,,0,,0,,0,,2,24,0,,1,24,1,24,0,,0,,0,,1,23,0,,5,1,14037,14,037,2,2,0205,00001,2446
140238119,2,8,10,3,1,1,3,,1,1,1,1,5,2,1,1,20,1,19,1,21,0,,0,,0,,1,25,0,,0,,0,,0,,0,,2,25,1,20,1,20,0,,0,,0,,0,,1,21,0,,3,1,14037,14,037,2,2,0205,00001,2446
140238120,1,8,10,3,2,1,1,,1,1,1,1,11,11,4,1,25,1,24,1,24,0,,0,,0,,3,24,1,24,1,20,1,20,0,,1,22,3,25,1,23,1,23,1,23,0,,0,,0,,1,25,0,,5,1,14037,14,037,2,2,0205,00001,2446
140247801,1,8,10,3,2,1,1,,1,1,1,1,25,18,4,1,15,1,05,1,05,0,,0,,0,,1,15,4,20,0,,2,20,0,,2,20,4,25,1,20,1,20,1,20,2,20,0,,0,,3,21,0,,2,1,14039,14,039,1,4,0196,00001,2449
140247802,1,8,10,3,2,1,1,,1,1,1,1,9,9,3,1,20,1,15,1,22,0,,0,,0,,1,24,1,18,0,,0,,1,24,0,,2,23,0,,1,23,1,23,1,23,0,,0,,1,24,0,,2,1,14039,14,039,1,4,0196,00001,2449
140247803,4,8,10,3,3,1,1,,1,1,1,1,9,9,1,1,17,1,17,1,17,0,,0,,0,,3,18,3,20,0,,2,20,0,,0,,2,23,0,,1,19,0,,-1,23,0,,1,21,1,18,0,,2,1,14039,14,039,1,4,0196,00001,2449
140247804,4,8,10,3,1,1,1,,1,1,1,1,9,0,1,1,25,1,23,1,23,0,,0,,0,,1,23,0,,0,,3,23,0,,0,,1,22,0,,1,24,0,,2,21,0,,0,,0,,0,,1,1,14039,14,039,1,4,0196,00001,2449
140253902,2,8,10,3,2,1,1,,1,1,1,1,5,5,4,0,,1,98,1,15,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,1,20,1,20,1,20,0,,0,,0,,1,22,0,,2,1,14039,14,039,1,2,0194,00001,2366
140253903,2,8,10,3,4,1,1,,1,1,1,1,11,11,1,1,25,1,21,1,19,0,,0,,0,,3,25,3,24,1,23,0,,0,,0,,5,24,1,21,1,21,1,23,0,,0,,1,24,0,,0,,8,1,14039,14,039,1,2,0194,00001,2366
140253904,1,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,24,1,18,1,13,0,,0,,0,,1,24,2,24,0,,0,,1,24,0,,3,25,0,,1,15,1,15,0,,0,,0,,0,,0,,3,1,14039,14,039,1,2,0194,00001,2366
140253905,1,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,91,1,91,0,,0,,0,,0,,1,20,1,19,0,,0,,0,,0,,1,25,0,,1,25,0,,0,,0,,0,,0,,0,,3,1,14039,14,039,1,2,0194,00001,2366
140257101,1,8,10,3,3,1,1,,1,1,1,1,11,11,4,1,25,1,20,1,22,0,,0,,0,,1,24,3,24,0,,0,,0,,0,,5,24,1,20,1,20,0,,0,,0,,0,,0,,0,,7,1,14039,14,039,1,3,0195,00001,2095
140257102,1,8,10,3,3,1,1,,1,1,1,1,8,8,4,1,12,1,93,1,12,0,,0,,0,,1,12,1,12,0,,2,15,1,22,0,,4,20,1,70,1,15,0,,0,,0,,0,,2,16,0,,4,1,14039,14,039,1,3,0195,00001,2095
140257103,1,8,10,3,3,1,1,,1,1,1,1,8,5,4,0,,2,22,2,95,0,,0,,0,,2,23,0,,0,,0,,0,,0,,2,24,1,00,1,18,0,,0,,1,24,0,,0,,0,,3,1,14039,14,039,1,3,0195,00001,2095
140257104,2,8,10,3,1,1,1,,3,1,1,1,5,5,1,0,,1,15,1,25,0,,0,,0,,1,23,1,23,0,,0,,0,,0,,4,23,0,,1,25,1,25,0,,0,,0,,1,25,0,,4,1,14039,14,039,1,3,0195,00001,2095
140257105,1,8,10,3,2,1,1,,1,1,1,1,8,0,1,1,25,1,15,1,15,0,,0,,0,,2,21,2,20,0,,0,,2,22,0,,2,19,0,,1,15,0,,0,,0,,0,,0,,0,,5,1,14039,14,039,1,3,0195,00001,2095
140258901,5,8,10,3,1,1,1,,1,1,1,1,3,3,1,0,,1,05,0,,0,,0,,0,,1,05,1,15,0,,0,,0,,0,,2,22,0,,1,23,0,,0,,0,,0,,0,,0,,3,1,14039,14,039,1,2,0194,00002,2600
140258902,1,8,10,3,2,1,1,,1,1,1,1,5,5,1,0,,1,10,1,10,0,,0,,0,,0,,1,10,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,0,,0,,0,,2,1,14039,14,039,1,2,0194,00002,2600
140258905,1,8,10,3,3,1,1,,1,1,1,1,10,10,4,1,19,1,19,2,24,0,,0,,0,,4,25,3,24,0,,1,24,1,25,0,,4,24,1,23,1,23,1,23,1,23,0,,1,23,0,,0,,4,1,14039,14,039,1,2,0194,00002,2600
140265901,2,8,10,3,2,1,1,,1,1,1,1,7,7,1,1,22,1,22,1,22,0,,0,,0,,2,25,3,23,0,,1,22,1,24,0,,3,25,0,,1,22,0,,1,22,0,,1,24,0,,1,22,3,1,14039,14,039,1,3,0195,00002,2765
140265902,1,8,10,3,3,1,1,,1,1,1,1,8,8,3,0,,1,22,1,21,0,,0,,0,,1,23,2,21,0,,0,,0,,0,,3,24,1,24,1,24,1,24,0,,0,,0,,0,,0,,4,1,14039,14,039,1,3,0195,00002,2765
140265904,1,8,10,3,3,1,1,,1,1,1,1,8,8,4,1,23,1,24,1,22,0,,0,,0,,3,25,3,25,0,,0,,0,,0,,4,25,1,24,1,24,1,24,1,24,0,,0,,1,23,0,,5,1,14039,14,039,1,3,0195,00002,2765
140280701,1,8,10,3,4,1,1,,1,1,1,1,30,30,4,1,11,1,10,1,22,0,,0,,0,,4,24,4,22,1,22,1,18,1,23,0,,4,24,1,01,1,10,0,,1,18,0,,1,19,1,22,0,,5,1,14039,14,039,1,3,0195,00003,4634
140280704,2,8,10,3,2,1,1,,1,1,1,1,5,4,1,1,20,1,15,1,18,0,,0,,0,,3,25,2,24,0,,0,,1,23,0,,2,24,1,22,1,22,1,22,1,24,1,20,1,17,2,23,0,,4,1,14039,14,039,1,3,0195,00003,4634
140280705,7,8,10,2,3,1,1,,1,1,1,1,5,5,4,0,,1,20,1,22,0,,0,,0,,2,25,1,22,0,,0,,0,,0,,3,23,0,,1,22,0,,0,,0,,0,,0,,0,,3,1,14039,14,039,1,3,0195,00003,4634
140283801,1,8,10,3,2,1,1,,1,1,1,1,6,6,4,1,17,1,20,1,20,0,,0,,0,,1,21,3,21,0,,0,,0,,0,,3,22,1,21,1,21,1,21,1,22,0,,1,19,0,,1,20,5,1,14039,14,039,1,3,0195,00004,2839
140283802,1,8,10,3,1,1,1,,1,1,1,1,8,8,4,0,,1,19,0,,0,,0,,0,,1,24,1,24,0,,0,,0,,0,,1,24,0,,1,20,0,,1,21,0,,0,,0,,0,,1,1,14039,14,039,1,3,0195,00004,2839
140283803,1,8,10,3,3,1,1,,1,1,1,1,7,5,4,1,20,1,18,1,17,0,,0,,0,,2,17,0,,0,,0,,0,,0,,3,23,0,,1,23,0,,0,,0,,0,,3,22,0,,5,1,14039,14,039,1,3,0195,00004,2839
140283805,1,8,10,3,3,1,1,,1,1,1,1,7,7,4,1,20,1,17,1,17,0,,0,,0,,2,25,1,22,0,,0,,0,,0,,4,24,1,22,1,22,1,22,1,22,0,,0,,2,19,0,,4,1,14039,14,039,1,3,0195,00004,2839
140285901,1,8,10,3,2,1,1,,1,1,1,1,9,9,4,0,,1,15,1,24,0,,0,,0,,2,24,1,22,0,,1,22,0,,0,,3,21,0,,0,,0,,0,,0,,0,,0,,0,,2,1,14039,14,039,1,2,0194,00003,2985
140285902,1,8,10,3,2,1,1,,1,1,1,1,4,2,4,0,,1,18,1,15,0,,0,,0,,1,25,1,25,0,,0,,0,,0,,2,23,0,,0,,0,,0,,0,,0,,1,19,0,,6,1,14039,14,039,1,2,0194,00003,2985
140285903,1,8,10,3,4,1,1,,1,1,1,1,30,30,4,2,24,-1,20,-1,22,0,,0,,0,,3,24,4,23,0,,0,,2,22,0,,6,23,0,,1,22,1,22,1,24,0,,0,,1,24,0,,8,1,14039,14,039,1,2,0194,00003,2985
140285904,1,8,10,3,2,1,1,,1,1,1,1,4,4,4,0,,1,21,1,21,0,,0,,0,,1,20,1,24,0,,0,,0,,0,,3,24,1,20,1,20,0,,0,,0,,0,,1,19,0,,3,1,14039,14,039,1,2,0194,00003,2985
140285905,1,8,10,2,3,1,1,,1,1,1,1,5,2,4,0,,1,03,1,22,0,,0,,0,,0,,1,20,0,,0,,0,,0,,2,24,1,24,0,,0,,0,,0,,0,,0,,0,,6,1,14039,14,039,1,2,0194,00003,2985
140305301,1,8,10,3,3,1,1,,1,1,1,1,15,15,1,1,24,1,24,1,24,0,,0,,0,,4,23,3,23,0,,1,24,0,,0,,2,24,0,,1,22,0,,-1,24,0,,1,23,2,21,0,,2,1,14039,14,039,1,3,0195,00005,3578
140305302,1,8,10,3,3,1,1,,1,1,1,1,9,9,4,1,20,1,20,1,22,0,,0,,0,,0,,2,11,1,15,0,,0,,0,,7,22,0,,2,25,1,23,0,,0,,1,20,0,,1,20,7,1,14039,14,039,1,3,0195,00005,3578
140305303,2,8,10,3,3,1,1,,1,1,1,1,8,8,4,1,21,1,21,1,21,0,,1,24,0,,3,15,3,13,1,15,0,,0,,1,24,4,25,1,95,1,20,1,20,1,25,0,,0,,0,,1,24,6,1,14039,14,039,1,3,0195,00005,3578
140305305,1,8,10,3,3,1,1,,1,1,1,1,6,5,5,1,14,1,05,1,21,0,,0,,0,,2,25,1,24,0,,2,18,0,,0,,4,24,0,,2,15,1,15,1,21,0,,0,,1,24,0,,4,1,14039,14,039,1,3,0195,00005,3578
140308601,2,8,10,3,1,1,1,,1,1,1,1,10,10,4,1,17,1,13,1,13,0,,0,,0,,0,,2,22,0,,0,,0,,0,,2,22,1,15,1,15,0,,1,22,0,,0,,1,16,0,,2,1,14039,14,039,1,3,0195,00006,3555
140308603,5,8,10,3,4,1,1,,1,1,1,1,10,7,2,1,15,1,25,1,09,0,,1,22,0,,0,,3,20,0,,0,,0,,0,,6,24,0,,1,20,1,20,1,20,0,,0,,0,,0,,6,1,14039,14,039,1,3,0195,00006,3555
140308605,7,8,10,3,2,1,1,,1,1,1,1,8,8,1,0,,1,15,1,19,0,,0,,0,,1,23,1,18,0,,1,15,0,,0,,4,24,1,12,1,12,1,12,0,,0,,0,,0,,0,,3,1,14039,14,039,1,3,0195,00006,3555
140325401,1,8,10,3,2,1,1,,1,1,1,1,8,8,4,1,25,1,17,1,18,0,,0,,0,,1,20,1,15,0,,0,,0,,0,,1,15,0,,1,11,0,,0,,0,,0,,0,,0,,2,1,14039,14,039,1,3,0195,00007,2624
140325402,1,8,10,3,2,1,1,,1,1,1,1,6,3,4,0,,1,18,0,,0,,0,,0,,2,00,2,15,0,,0,,0,,0,,1,20,0,,0,,0,,0,,0,,0,,0,,1,00,4,1,14039,14,039,1,3,0195,00007,2624
140325403,2,8,10,3,2,1,1,,1,1,1,1,15,15,4,1,25,1,25,1,15,0,,1,24,0,,4,24,4,24,0,,0,,0,,0,,5,24,0,,1,20,1,20,1,20,0,,0,,1,18,0,,5,1,14039,14,039,1,3,0195,00007,2624
