folioviv,foliohog,id_pobla,parentesco,sexo,edad,afrod,hablaesp,hablaind,lenguaind,hablaing,hablaotro,etnia,asiste_esc,no_asisb,nivelaprob,gradoaprob,alfabetism,edo_conyug,inf_selec,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_hog
290288103,1,02,2,2,31,2,1,2,,2,2,2,2,,03,3,,6,2,29059,29,059,0437,00035,570
290288103,1,03,3,2,14,2,1,2,,2,2,2,1,,03,2,,9,2,29059,29,059,0437,00035,570
290288103,1,04,3,1,12,2,1,2,,2,2,2,1,,02,6,1,9,2,29059,29,059,0437,00035,570
290288103,1,05,3,1,9,2,1,2,,2,2,2,1,,02,2,1,,2,29059,29,059,0437,00035,570
290288104,1,01,1,1,60,2,1,2,,2,2,1,2,,03,3,,8,2,29059,29,059,0437,00035,570
290288104,1,02,2,2,59,2,1,2,,2,2,1,2,,02,2,1,8,2,29059,29,059,0437,00035,570
290288104,1,03,6,2,82,2,1,2,,2,2,1,2,,00,,2,5,2,29059,29,059,0437,00035,570
290288104,1,04,4,1,7,2,1,2,,2,2,1,1,,01,3,2,,2,29059,29,059,0437,00035,570
290288104,1,05,4,1,12,2,1,2,,2,2,2,1,,02,5,1,9,2,29059,29,059,0437,00035,570
290288104,1,06,4,1,22,2,1,2,,2,2,2,2,04,03,3,,9,2,29059,29,059,0437,00035,570
290288104,1,07,4,1,19,2,1,2,,2,2,2,2,05,03,3,,9,1,29059,29,059,0437,00035,570
290289202,1,01,1,2,58,2,1,2,,2,2,2,2,,03,3,,5,1,29060,29,060,0437,00036,466
290289202,1,02,3,2,28,2,1,2,,2,2,2,2,09,08,4,,9,2,29060,29,060,0437,00036,466
290289203,1,01,1,1,35,2,1,2,,2,2,2,2,,03,2,,1,1,29060,29,060,0437,00036,466
290289203,1,02,2,2,32,2,1,2,,2,2,2,2,,03,3,,1,2,29060,29,060,0437,00036,466
290289203,1,03,3,2,13,2,1,2,,2,2,2,1,,03,1,,9,2,29060,29,060,0437,00036,466
290289203,1,04,3,1,12,2,1,2,,2,2,2,1,,02,6,1,9,2,29060,29,060,0437,00036,466
290289205,1,01,1,1,33,2,1,2,,2,2,1,2,,03,3,,1,2,29060,29,060,0437,00036,466
290289205,1,02,2,2,34,2,1,2,,2,2,2,2,,03,3,,1,1,29060,29,060,0437,00036,466
290289205,1,03,3,1,18,2,1,2,,2,2,2,1,,06,2,,9,2,29060,29,060,0437,00036,466
290289205,1,04,3,1,11,2,1,2,,2,2,2,1,,02,5,1,,2,29060,29,060,0437,00036,466
290289301,1,01,1,1,67,2,1,2,,2,2,2,2,,02,5,1,8,2,29060,29,060,0437,00037,383
290289301,1,02,2,2,64,2,1,2,,2,2,2,2,,03,3,,8,1,29060,29,060,0437,00037,383
290289301,1,03,3,1,44,2,1,2,,2,2,2,2,,06,3,,9,2,29060,29,060,0437,00037,383
290289302,1,01,1,2,73,2,1,2,,2,2,1,2,,03,3,,5,2,29060,29,060,0437,00037,383
290289302,1,02,3,2,37,2,1,2,,2,2,2,2,,06,3,,2,2,29060,29,060,0437,00037,383
290289302,1,03,4,2,23,2,1,2,,2,2,2,2,09,08,4,,9,1,29060,29,060,0437,00037,383
290289302,1,04,4,2,15,2,1,2,,2,2,2,1,,03,2,,9,2,29060,29,060,0437,00037,383
290289303,1,01,1,1,63,2,2,2,,2,2,2,2,,02,3,1,1,1,29060,29,060,0437,00037,383
290289303,1,02,2,2,60,2,1,2,,2,2,2,2,,02,6,1,1,2,29060,29,060,0437,00037,383
290289303,1,03,3,2,22,2,1,2,,2,2,2,1,,08,4,,9,2,29060,29,060,0437,00037,383
290289304,1,01,1,1,55,2,1,2,,2,2,1,2,,06,3,,8,2,29060,29,060,0437,00037,383
290289304,1,02,2,2,50,2,1,2,,2,2,1,2,,06,3,,8,1,29060,29,060,0437,00037,383
290289304,1,03,3,1,25,2,1,2,,2,2,1,2,05,06,3,,9,2,29060,29,060,0437,00037,383
290289305,1,01,1,1,39,2,1,2,,2,2,2,2,,03,3,,8,2,29060,29,060,0437,00037,383
290289305,1,02,2,2,30,2,1,2,,2,2,2,2,06,03,3,,8,1,29060,29,060,0437,00037,383
290289305,1,03,3,2,14,2,1,2,,2,2,2,1,,03,2,,9,2,29060,29,060,0437,00037,383
290289305,1,04,3,1,13,2,1,2,,2,2,2,1,,03,1,,9,2,29060,29,060,0437,00037,383
290289305,1,05,3,2,10,2,1,2,,2,2,2,1,,02,4,1,,2,29060,29,060,0437,00037,383
290289305,1,06,3,1,9,2,1,2,,2,2,2,1,,02,4,1,,2,29060,29,060,0437,00037,383
290289802,1,01,1,1,28,2,1,2,,2,2,2,2,09,06,3,,1,1,29060,29,060,0437,00038,725
290289802,1,02,2,2,20,2,1,2,,2,2,2,2,09,03,3,,1,2,29060,29,060,0437,00038,725
290289802,1,03,3,2,4,2,1,2,,2,2,2,1,,00,,,,2,29060,29,060,0437,00038,725
290289804,1,01,1,1,51,2,1,2,,2,2,2,2,,06,3,,1,2,29060,29,060,0437,00038,725
290289804,1,02,2,2,52,2,1,2,,2,2,2,2,,03,3,,1,1,29060,29,060,0437,00038,725
290289804,1,03,3,2,30,2,1,2,,2,2,2,2,09,08,5,,9,2,29060,29,060,0437,00038,725
290289804,1,04,3,2,29,2,1,2,,2,2,2,2,09,08,6,,9,2,29060,29,060,0437,00038,725
290289804,1,05,3,1,28,2,1,2,,2,2,2,2,09,08,6,,1,2,29060,29,060,0437,00038,725
290289804,1,06,3,1,24,2,1,2,,2,2,2,1,,08,5,,9,2,29060,29,060,0437,00038,725
290289804,1,07,3,1,21,2,1,2,,2,2,2,1,,08,2,,9,2,29060,29,060,0437,00038,725
290289804,1,08,3,2,17,2,1,2,,2,2,2,1,,06,2,,9,2,29060,29,060,0437,00038,725
290289804,1,09,5,2,28,2,1,2,,2,2,2,2,09,06,3,,1,2,29060,29,060,0437,00038,725
290289804,1,10,4,1,1,2,,,,,,,,,,,,,2,29060,29,060,0437,00038,725
290291301,1,01,1,1,51,2,1,2,,2,2,2,2,,03,2,,8,2,29033,29,033,0435,00003,661
290291301,1,02,2,2,51,2,1,2,,2,2,2,2,,06,2,,8,1,29033,29,033,0435,00003,661
290291301,1,03,3,2,25,2,1,2,,2,2,2,2,04,06,3,,3,2,29033,29,033,0435,00003,661
290291301,1,04,3,2,21,2,1,2,,2,2,2,2,07,03,3,,2,2,29033,29,033,0435,00003,661
290291301,1,05,4,1,6,2,1,2,,2,2,2,1,,01,1,2,,2,29033,29,033,0435,00003,661
290291304,1,01,1,2,66,2,1,2,,2,2,2,2,,10,2,,1,2,29033,29,033,0435,00003,661
290291304,1,02,4,2,24,2,2,2,,1,2,2,1,,08,2,,9,1,29033,29,033,0435,00003,661
290291305,1,01,1,1,37,2,1,2,,2,2,2,2,,03,3,,8,2,29033,29,033,0435,00003,661
290291305,1,02,2,2,38,2,1,2,,2,2,2,2,,03,3,,8,1,29033,29,033,0435,00003,661
290291305,1,03,3,2,18,2,1,2,,2,2,2,1,,06,3,,9,2,29033,29,033,0435,00003,661
290291305,1,04,3,2,16,2,1,2,,2,2,2,1,,06,1,,9,2,29033,29,033,0435,00003,661
290291305,1,05,3,1,13,2,1,2,,2,2,2,1,,03,1,,9,2,29033,29,033,0435,00003,661
290291502,1,01,1,2,42,2,1,2,,1,2,2,2,,08,6,,4,1,29033,29,033,0435,00004,587
290291502,1,02,3,1,16,2,1,2,,1,2,2,1,,06,1,,9,2,29033,29,033,0435,00004,587
290291502,1,03,3,1,11,2,1,2,,1,2,2,1,,02,5,1,,2,29033,29,033,0435,00004,587
290291503,1,01,1,1,41,2,1,2,,2,2,2,2,,08,4,,8,1,29033,29,033,0435,00004,587
290291503,1,02,2,2,38,2,1,2,,2,2,2,2,,06,3,,8,2,29033,29,033,0435,00004,587
290291503,1,03,3,1,13,2,1,2,,2,2,2,1,,03,1,,9,2,29033,29,033,0435,00004,587
290291503,1,04,3,2,8,2,1,2,,2,2,2,1,,02,2,1,,2,29033,29,033,0435,00004,587
290291503,1,05,3,1,6,2,1,2,,2,2,2,1,,01,2,1,,2,29033,29,033,0435,00004,587
290291504,1,01,1,1,50,1,1,2,,2,2,2,2,,03,3,,8,2,29033,29,033,0435,00004,587
290291504,1,02,2,2,55,2,1,2,,2,2,2,2,,05,3,,8,2,29033,29,033,0435,00004,587
290291504,1,03,3,2,30,2,1,2,,2,2,2,2,04,08,4,,8,2,29033,29,033,0435,00004,587
290291504,1,04,3,1,30,2,1,2,,2,2,2,2,05,05,3,,9,1,29033,29,033,0435,00004,587
290291504,1,05,5,1,32,2,1,2,,2,2,2,2,,08,4,,8,2,29033,29,033,0435,00004,587
290291504,1,06,4,1,4,2,2,2,,2,2,2,1,,01,1,,,2,29033,29,033,0435,00004,587
296001601,1,01,1,1,63,2,1,2,,2,2,2,2,,02,6,1,8,2,29003,29,003,0446,00002,532
296001601,1,02,2,2,59,2,1,2,,2,2,2,2,,02,6,1,8,1,29003,29,003,0446,00002,532
296001602,1,01,1,1,67,2,1,2,,2,2,2,2,,02,6,1,8,2,29003,29,003,0446,00002,532
296001602,1,02,2,2,65,2,1,2,,2,2,2,2,,03,3,,8,2,29003,29,003,0446,00002,532
296001602,1,03,3,1,32,2,1,2,,2,2,2,2,05,03,3,,2,1,29003,29,003,0446,00002,532
296001602,1,04,3,1,25,2,1,2,,2,2,2,2,04,03,3,,9,2,29003,29,003,0446,00002,532
296001603,1,01,1,1,38,2,1,2,,2,2,2,2,,03,3,,7,2,29003,29,003,0446,00002,532
296001603,1,02,2,2,37,2,1,2,,2,2,2,2,,08,4,,7,1,29003,29,003,0446,00002,532
296001603,1,03,3,1,14,2,1,2,,2,2,2,1,,03,1,,9,2,29003,29,003,0446,00002,532
296001603,1,04,3,2,11,2,1,2,,2,2,2,1,,02,5,1,,2,29003,29,003,0446,00002,532
296001603,1,05,3,2,4,2,1,2,,2,2,2,1,,01,2,,,2,29003,29,003,0446,00002,532
296001605,1,01,1,1,69,2,1,2,,2,2,2,2,,03,3,,8,2,29003,29,003,0446,00002,532
296001605,1,02,2,2,64,2,1,2,,2,2,2,2,,03,3,,8,1,29003,29,003,0446,00002,532
296001605,1,03,3,2,30,2,1,2,,2,2,2,2,07,06,3,,2,2,29003,29,003,0446,00002,532
296001605,1,04,4,1,12,2,1,2,,2,2,2,1,,02,6,1,9,2,29003,29,003,0446,00002,532
296001605,1,05,4,1,2,2,,,,,,,,,,,,,2,29003,29,003,0446,00002,532
296001606,1,01,1,1,68,2,1,2,,2,2,1,2,,02,6,1,3,2,29003,29,003,0446,00002,532
296001606,1,02,5,2,25,2,1,2,,2,2,2,2,07,03,3,,1,1,29003,29,003,0446,00002,532
296001606,1,03,3,1,28,2,1,2,,2,2,2,2,06,03,3,,1,2,29003,29,003,0446,00002,532
296001606,1,04,4,1,6,2,1,2,,2,2,2,1,,01,3,2,,2,29003,29,003,0446,00002,532
296001606,1,05,4,2,3,2,1,2,,2,2,2,2,03,00,,,,2,29003,29,003,0446,00002,532
296001606,1,06,4,2,0,2,,,,,,,,,,,,,2,29003,29,003,0446,00002,532
296001607,1,01,1,1,44,2,1,2,,2,2,2,2,,07,3,,1,1,29003,29,003,0446,00002,532
296001607,1,02,2,2,37,2,1,2,,2,2,2,2,,07,3,,1,2,29003,29,003,0446,00002,532
296001607,1,03,3,1,12,2,1,2,,2,2,2,1,,03,1,,9,2,29003,29,003,0446,00002,532
296001607,1,04,3,2,6,2,1,2,,2,2,2,1,,01,2,2,,2,29003,29,003,0446,00002,532
296001608,1,01,1,2,49,2,1,2,,2,2,2,2,,02,6,1,2,1,29003,29,003,0446,00002,532
296001608,1,02,3,2,20,2,1,2,,2,2,2,2,10,06,3,,9,2,29003,29,003,0446,00002,532
296001608,1,03,3,1,14,2,1,2,,2,2,2,1,,03,3,,9,2,29003,29,003,0446,00002,532
296001610,1,01,1,1,73,2,1,2,,2,2,1,2,,00,,2,1,2,29003,29,003,0446,00002,532
296001610,1,02,2,2,59,2,1,2,,2,2,2,2,,02,3,2,1,2,29003,29,003,0446,00002,532
296001610,1,03,3,2,56,2,1,2,,2,2,2,2,,02,3,1,1,2,29003,29,003,0446,00002,532
296001610,1,04,4,2,25,2,1,2,,2,2,2,1,,08,4,,9,2,29003,29,003,0446,00002,532
296001610,1,05,3,2,20,2,1,2,,2,2,2,2,05,06,3,,9,2,29003,29,003,0446,00002,532
296001610,1,06,4,2,21,2,1,2,,2,2,2,1,,08,3,,9,2,29003,29,003,0446,00002,532
296001610,1,07,4,1,20,2,1,2,,2,2,2,1,,08,2,,9,1,29003,29,003,0446,00002,532
296001611,1,01,1,1,60,2,1,2,,2,2,2,2,,03,3,,6,1,29003,29,003,0446,00002,532
296001611,1,02,2,2,56,2,1,2,,2,2,2,2,,03,3,,6,2,29003,29,003,0446,00002,532
296001611,1,03,3,2,30,2,1,2,,2,2,2,2,09,08,5,,1,2,29003,29,003,0446,00002,532
296001611,1,04,3,2,26,2,1,2,,2,2,2,2,07,06,1,,2,2,29003,29,003,0446,00002,532
296001611,1,05,4,1,8,2,1,2,,2,2,2,1,,02,2,1,,2,29003,29,003,0446,00002,532
296001611,1,06,4,1,5,2,1,2,,2,2,2,1,,01,3,2,,2,29003,29,003,0446,00002,532
296001611,1,07,4,1,3,2,1,2,,2,2,2,2,00,00,,,,2,29003,29,003,0446,00002,532
296001611,1,08,4,1,3,2,1,2,,2,2,2,2,00,00,,,,2,29003,29,003,0446,00002,532
296001612,1,01,1,1,45,2,1,2,,2,2,2,2,,03,3,,1,1,29003,29,003,0446,00002,532
296001612,1,02,2,2,52,2,1,2,,2,2,1,2,,03,3,,1,2,29003,29,003,0446,00002,532
296001612,1,03,3,1,19,2,1,2,,2,2,1,1,,06,3,,9,2,29003,29,003,0446,00002,532
296001612,1,04,3,2,17,2,1,2,,2,2,1,1,,06,2,,9,2,29003,29,003,0446,00002,532
296001614,1,01,1,1,39,2,1,2,,2,2,2,2,,08,4,,2,1,29003,29,003,0446,00002,532
296001615,1,01,1,2,27,2,1,2,,2,2,2,2,04,03,3,,1,1,29003,29,003,0446,00002,532
296001615,1,02,3,1,5,2,1,2,,2,2,2,1,,01,3,2,,2,29003,29,003,0446,00002,532
296001615,1,03,3,1,1,2,,,,,,,,,,,,,2,29003,29,003,0446,00002,532
296001616,1,01,1,1,35,2,1,2,,2,2,2,2,,03,3,,8,2,29003,29,003,0446,00002,532
296001616,1,02,2,2,38,2,1,2,,2,2,2,2,,03,3,,8,2,29003,29,003,0446,00002,532
296001616,1,03,3,2,19,2,1,2,,2,2,2,1,,08,1,,9,1,29003,29,003,0446,00002,532
296001616,1,04,3,1,18,2,1,2,,2,2,2,1,,06,3,,9,2,29003,29,003,0446,00002,532
296001616,1,05,3,1,15,2,1,2,,2,2,2,1,,03,3,,9,2,29003,29,003,0446,00002,532
296001618,1,01,1,1,35,2,1,2,,2,2,1,2,,06,3,,8,1,29003,29,003,0446,00002,532
296001618,1,02,2,2,32,2,1,2,,2,2,1,2,,03,3,,8,2,29003,29,003,0446,00002,532
296001618,1,03,3,2,7,2,1,2,,2,2,1,1,,02,1,1,,2,29003,29,003,0446,00002,532
296001618,1,04,3,1,1,2,,,,,,,,,,,,,2,29003,29,003,0446,00002,532
296001619,1,01,1,1,64,2,1,2,,2,2,2,2,,02,6,1,8,2,29003,29,003,0446,00002,532
296001619,1,02,2,2,52,2,1,2,,2,2,2,2,,03,3,,8,2,29003,29,003,0446,00002,532
296001619,1,03,3,2,29,2,1,2,,2,2,2,2,04,08,5,,9,1,29003,29,003,0446,00002,532
296001619,1,04,3,2,28,2,1,2,,2,2,2,2,09,08,5,,9,2,29003,29,003,0446,00002,532
296008001,1,01,1,2,31,2,1,2,,2,2,2,2,,02,6,1,1,2,29008,29,008,0446,00003,475
296008001,1,02,2,1,36,2,1,2,,2,2,2,2,,02,6,1,1,1,29008,29,008,0446,00003,475
296008001,1,03,3,2,14,2,1,2,,2,2,2,1,,03,1,,9,2,29008,29,008,0446,00003,475
296008001,1,04,3,2,10,2,1,2,,2,2,2,1,,02,4,1,,2,29008,29,008,0446,00003,475
296008001,1,05,3,2,7,2,1,2,,2,2,2,1,,02,1,2,,2,29008,29,008,0446,00003,475
296008003,1,01,1,1,61,2,1,2,,2,2,1,2,,06,3,,2,1,29008,29,008,0446,00003,475
296008004,1,01,1,1,68,2,1,2,,2,2,2,2,,02,4,1,8,2,29008,29,008,0446,00003,475
296008004,1,02,2,2,63,2,1,2,,2,2,2,2,,02,6,1,8,2,29008,29,008,0446,00003,475
296008004,1,03,3,2,45,2,1,2,,2,2,2,2,,02,6,1,9,2,29008,29,008,0446,00003,475
296008004,1,04,3,2,41,2,1,2,,2,2,2,2,,06,3,,9,1,29008,29,008,0446,00003,475
296008005,1,01,1,1,80,2,1,2,,2,2,1,2,,02,1,1,8,2,29008,29,008,0446,00003,475
296008005,1,02,2,2,78,2,1,2,,2,2,1,2,,02,6,1,8,2,29008,29,008,0446,00003,475
296008005,1,03,3,2,48,2,1,2,,2,2,2,2,,05,3,,9,1,29008,29,008,0446,00003,475
296008005,1,04,4,2,16,2,1,2,,2,2,2,1,,06,2,,9,2,29008,29,008,0446,00003,475
296008006,1,01,1,2,32,2,1,2,,2,2,2,2,,08,4,,2,1,29008,29,008,0446,00003,475
296008006,1,02,3,2,8,2,1,2,,2,2,2,1,,02,3,1,,2,29008,29,008,0446,00003,475
296008007,1,01,1,1,41,2,1,2,,2,2,2,2,,02,6,1,7,1,29008,29,008,0446,00003,475
296008007,1,02,2,2,35,2,1,2,,2,2,2,2,,03,3,,7,2,29008,29,008,0446,00003,475
296008007,1,03,3,1,13,2,1,2,,2,2,2,1,,03,3,,9,2,29008,29,008,0446,00003,475
296008007,1,04,3,1,11,2,1,2,,2,2,2,1,,02,6,1,,2,29008,29,008,0446,00003,475
296008007,1,05,3,2,7,2,1,2,,2,2,2,1,,02,2,1,,2,29008,29,008,0446,00003,475
296008009,1,01,1,1,86,2,1,2,,2,2,2,2,,02,3,1,5,2,29008,29,008,0446,00003,475
296008009,1,02,3,2,57,2,1,2,,2,2,2,2,,03,3,,3,1,29008,29,008,0446,00003,475
296008009,1,03,4,2,21,2,1,2,,1,2,1,2,04,08,4,,9,2,29008,29,008,0446,00003,475
296008010,1,01,1,1,31,2,1,2,,2,2,1,2,99,03,3,,1,1,29008,29,008,0446,00003,475
296008010,1,02,2,2,27,2,1,2,,2,2,1,2,05,03,3,,1,2,29008,29,008,0446,00003,475
296008010,1,03,3,1,10,2,1,2,,2,2,1,1,,02,4,1,,2,29008,29,008,0446,00003,475
296008010,1,04,3,2,5,2,1,2,,2,2,1,1,,01,2,2,,2,29008,29,008,0446,00003,475
296008011,1,01,1,2,52,2,1,2,,2,2,2,2,,02,6,1,5,2,29008,29,008,0446,00003,475
296008011,1,02,3,1,23,2,1,2,,2,2,2,2,05,03,3,,5,2,29008,29,008,0446,00003,475
296008011,1,03,3,1,29,2,1,2,,1,2,2,2,10,03,3,,9,2,29008,29,008,0446,00003,475
296008011,1,04,3,1,22,2,1,2,,2,2,2,2,05,02,6,1,9,1,29008,29,008,0446,00003,475
296008011,1,05,3,2,11,2,1,2,,2,2,2,1,,02,5,1,,2,29008,29,008,0446,00003,475
296008012,1,01,1,2,34,2,1,2,,2,2,2,2,,03,3,,1,1,29008,29,008,0446,00003,475
296008012,1,02,2,1,37,2,1,2,,2,2,2,2,,02,6,1,1,2,29008,29,008,0446,00003,475
296008012,1,03,3,2,4,2,1,2,,2,2,2,1,,00,,,,2,29008,29,008,0446,00003,475
296008013,1,01,1,1,53,2,1,2,,2,2,1,2,,02,3,1,1,2,29008,29,008,0446,00003,475
296008013,1,02,2,2,50,2,1,2,,2,2,2,2,,02,2,2,1,1,29008,29,008,0446,00003,475
296008013,1,03,3,1,23,2,1,2,,2,2,2,2,10,02,6,1,9,2,29008,29,008,0446,00003,475
296008013,1,04,3,2,14,2,1,2,,2,2,2,1,,03,2,,9,2,29008,29,008,0446,00003,475
296008014,1,01,1,1,36,2,1,2,,2,2,1,2,,03,3,,1,1,29008,29,008,0446,00003,475
296008014,1,02,2,2,34,2,1,2,,2,2,1,2,,03,3,,1,2,29008,29,008,0446,00003,475
296008014,1,03,3,2,15,2,1,2,,2,2,1,1,,06,1,,9,2,29008,29,008,0446,00003,475
296008014,1,04,3,1,14,2,1,2,,2,2,1,1,,03,2,,9,2,29008,29,008,0446,00003,475
296008014,1,05,3,1,13,2,1,2,,2,2,1,1,,03,1,,9,2,29008,29,008,0446,00003,475
296008015,1,01,1,2,42,2,1,2,,2,2,2,2,,06,3,,2,1,29008,29,008,0446,00003,475
296008015,1,02,3,2,10,2,1,2,,2,2,2,1,,02,4,1,,2,29008,29,008,0446,00003,475
296008016,1,01,1,2,43,2,1,2,,2,2,2,2,,02,6,1,1,2,29008,29,008,0446,00003,475
296008016,1,02,2,1,47,2,1,2,,2,2,2,2,,03,3,,1,1,29008,29,008,0446,00003,475
296008017,1,01,1,1,40,2,1,2,,2,2,2,2,,03,3,,9,1,29008,29,008,0446,00003,475
296008020,1,01,1,1,39,2,1,2,,2,2,2,2,,03,3,,1,2,29008,29,008,0446,00003,475
296008020,1,02,2,2,40,2,1,2,,2,2,2,2,,02,6,1,1,2,29008,29,008,0446,00003,475
296008020,1,03,3,1,19,2,1,2,,2,2,2,2,04,03,3,,9,1,29008,29,008,0446,00003,475
296008020,1,04,3,2,16,2,1,2,,2,2,2,1,,06,1,,9,2,29008,29,008,0446,00003,475
296008020,1,05,3,2,9,2,1,2,,2,2,2,2,14,01,3,2,,2,29008,29,008,0446,00003,475
296008020,1,06,4,1,5,2,1,2,,2,2,2,1,,01,2,2,,2,29008,29,008,0446,00003,475
296008020,1,07,3,2,22,2,1,2,,2,2,2,2,06,03,3,,9,2,29008,29,008,0446,00003,475
296012101,1,01,1,1,55,2,1,2,,2,2,2,2,,02,6,1,8,1,29013,29,013,0445,00001,334
296012101,1,02,2,2,50,2,1,2,,2,2,2,2,,03,3,,8,2,29013,29,013,0445,00001,334
296012101,1,03,3,2,32,2,1,2,,2,2,2,2,,08,4,,9,2,29013,29,013,0445,00001,334
296012101,1,04,3,2,30,2,1,2,,2,2,2,2,04,06,3,,9,2,29013,29,013,0445,00001,334
296012101,1,05,3,2,26,2,1,2,,2,2,2,2,04,08,5,,9,2,29013,29,013,0445,00001,334
296012101,1,06,4,1,2,2,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012102,1,01,1,2,60,2,1,2,,2,2,1,2,,02,6,1,8,2,29013,29,013,0445,00001,334
296012102,1,02,2,1,62,2,1,2,,2,2,1,2,,02,6,1,8,1,29013,29,013,0445,00001,334
296012102,1,03,5,1,38,2,1,2,,2,2,1,2,,03,3,,8,2,29013,29,013,0445,00001,334
296012102,1,04,3,2,42,2,1,2,,2,2,1,2,,02,6,1,8,2,29013,29,013,0445,00001,334
296012102,1,05,4,1,19,2,1,2,,2,2,1,2,04,03,3,,9,2,29013,29,013,0445,00001,334
296012102,1,06,4,2,20,2,1,2,,2,2,1,2,05,06,3,,9,2,29013,29,013,0445,00001,334
296012102,1,07,4,1,15,2,1,2,,2,2,1,1,,03,3,,9,2,29013,29,013,0445,00001,334
296012102,1,08,4,2,6,2,1,2,,2,2,1,1,,02,1,1,,2,29013,29,013,0445,00001,334
296012104,1,01,1,1,39,2,1,2,,2,2,1,2,,03,2,,1,1,29013,29,013,0445,00001,334
296012104,1,02,2,2,36,2,1,2,,2,2,1,2,,03,2,,1,2,29013,29,013,0445,00001,334
296012104,1,03,3,1,21,2,1,2,,2,2,1,2,05,03,3,,1,2,29013,29,013,0445,00001,334
296012104,1,04,3,1,17,2,1,2,,2,2,1,1,,06,1,,9,2,29013,29,013,0445,00001,334
296012104,1,05,3,1,5,2,1,2,,2,2,1,1,,01,2,2,,2,29013,29,013,0445,00001,334
296012104,1,06,5,2,21,2,1,2,,2,2,1,2,05,06,3,,1,2,29013,29,013,0445,00001,334
296012104,1,07,4,2,2,2,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012105,1,01,1,1,48,2,1,2,,2,2,2,2,,02,6,1,8,2,29013,29,013,0445,00001,334
296012105,1,02,2,2,48,2,1,2,,2,2,2,2,,02,3,2,8,1,29013,29,013,0445,00001,334
296012105,1,03,3,2,34,2,1,2,,2,2,2,2,,03,3,,2,2,29013,29,013,0445,00001,334
296012105,1,04,3,2,32,2,1,2,,2,2,2,2,,03,3,,9,2,29013,29,013,0445,00001,334
296012105,1,05,3,2,26,2,1,2,,2,2,2,2,05,03,3,,2,2,29013,29,013,0445,00001,334
296012105,1,06,3,2,23,2,1,2,,2,2,2,2,05,03,3,,9,2,29013,29,013,0445,00001,334
296012105,1,07,3,1,22,2,1,2,,2,2,2,2,05,03,3,,9,2,29013,29,013,0445,00001,334
296012105,1,08,4,1,14,2,1,2,,2,2,2,1,,03,2,,9,2,29013,29,013,0445,00001,334
296012105,1,09,4,1,8,2,1,2,,2,2,2,1,,02,3,1,,2,29013,29,013,0445,00001,334
296012105,1,10,4,1,2,2,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012105,1,11,4,1,0,2,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012105,1,12,4,2,3,2,1,2,,2,2,2,2,03,00,,,,2,29013,29,013,0445,00001,334
296012105,1,13,4,1,1,2,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012106,1,01,1,1,38,2,1,2,,2,2,2,2,,03,3,,7,1,29013,29,013,0445,00001,334
296012106,1,02,2,2,39,2,1,2,,2,2,2,2,,02,6,1,7,2,29013,29,013,0445,00001,334
296012106,1,03,3,1,18,2,1,2,,2,2,2,2,05,03,3,,9,2,29013,29,013,0445,00001,334
296012106,1,04,3,2,17,2,1,2,,2,2,2,2,05,03,3,,9,2,29013,29,013,0445,00001,334
296012107,1,01,1,1,26,1,1,2,,2,2,2,2,05,06,3,,1,1,29013,29,013,0445,00001,334
296012107,1,02,2,2,24,1,1,2,,2,2,2,2,14,08,2,,1,2,29013,29,013,0445,00001,334
296012107,1,03,3,2,1,1,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012108,1,01,1,2,29,2,1,2,,2,2,2,2,06,06,2,,1,1,29013,29,013,0445,00001,334
296012108,1,02,3,1,10,2,1,2,,2,2,2,1,,02,4,1,,2,29013,29,013,0445,00001,334
296012108,1,03,3,1,8,2,1,2,,2,2,2,1,,02,2,1,,2,29013,29,013,0445,00001,334
296012109,1,01,1,1,25,2,1,2,,2,2,2,2,05,03,3,,1,1,29013,29,013,0445,00001,334
296012109,1,02,2,2,22,2,1,2,,2,2,2,2,05,03,3,,1,2,29013,29,013,0445,00001,334
296012109,1,03,3,2,4,2,1,2,,2,2,2,1,,01,2,,,2,29013,29,013,0445,00001,334
296012109,1,04,3,2,0,2,,,,,,,,,,,,,2,29013,29,013,0445,00001,334
296012110,1,01,1,1,48,2,1,2,,2,2,2,2,,02,6,1,6,1,29013,29,013,0445,00001,334
296012110,1,02,2,2,61,2,1,2,,2,2,2,2,,03,3,,6,2,29013,29,013,0445,00001,334
296012110,1,03,3,1,27,2,1,2,,2,2,2,2,05,06,3,,9,2,29013,29,013,0445,00001,334
296012110,1,04,3,1,24,2,1,2,,2,2,2,2,09,08,4,,9,2,29013,29,013,0445,00001,334
296012111,1,01,1,1,42,2,1,2,,2,2,1,2,,03,3,,1,2,29013,29,013,0445,00001,334
296012111,1,02,2,2,36,2,1,2,,2,2,1,2,,02,6,1,1,2,29013,29,013,0445,00001,334
296012111,1,03,3,2,19,2,1,2,,2,2,1,2,05,02,6,1,9,1,29013,29,013,0445,00001,334
