folioviv,foliohog,id_pobla,geo_p,anio_nac_p,nivel_p,grado_p,sinco_p,lengua_p,padre_muer,geo_m,anio_nac_m,nivel_m,grado_m,sinco_m,lengua_m,madre_muer,hijos_m,hijos_nac,sosten,calle_pav,agua_entub,techo_loza,banio_int,licuadora,microondas,tostador,estufa,refrigera,lavadora,radio,tocadiscos,television,video_dvd,compu,tv_paga,videojuego,tel_fijo,tel_movil,internet,camara,enciclope,automovil,otra_viv,local_com,tierras,tractor,anim_trab,ganado,terrenos,cuenta_ban,tc_banc,tc_depar,serv_domes,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
010048001,1,02,70009004,9999,06,3,2399,2,,70015005,1972,09,3,1003,2,,5,2,02,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00007,1111
010048003,1,02,70009008,1954,14,3,1005,2,2002,70009007,1955,14,5,4223,2,,2,0,01,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00007,1111
010048004,1,03,70001001,1971,14,3,2436,2,,70001001,1975,14,4,1003,2,,3,2,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00007,1666
010048801,1,01,70024999,9999,00,0,8131,2,,70032039,9999,00,0,1003,2,,6,4,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00013,961
010048802,1,01,70001001,9999,00,0,6119,2,,70001001,9999,06,3,1003,2,,7,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,01001,01,001,0001,00013,961
010048803,1,03,70001001,9999,09,3,8342,2,,70014039,1972,09,3,9999,2,,3,2,01,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00013,1441
010048804,1,04,70032036,1967,06,6,5313,2,,70001001,1968,10,3,9621,2,,4,2,01,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00013,1921
010049801,1,01,70011001,1946,06,6,6114,2,2013,70011003,1953,00,0,1003,2,2021,7,3,02,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,01001,01,001,0002,00008,1144
010049802,1,03,70001001,1944,00,0,8342,2,2005,70001001,1948,00,0,1003,2,,9,5,02,2,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00008,763
010049803,1,02,70001001,1931,00,0,8342,2,1994,70001001,1935,00,0,1003,2,2004,12,7,02,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00008,381
010049804,1,02,70001001,1949,06,6,7341,2,,70001001,1949,06,3,1003,2,2023,1,0,02,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00008,381
010049805,1,02,70032006,1943,06,4,7121,2,2008,70032006,1945,00,0,1003,2,2004,5,3,02,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00008,1144
010050902,1,01,70001001,9999,99,9,4221,2,1999,70001001,1943,06,6,2173,2,2024,4,1,03,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00008,1157
010050903,1,01,70001001,1944,06,6,4211,2,1996,70001001,1944,06,6,1003,2,,3,2,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00008,1735
010050905,1,01,70032053,9999,99,9,9999,2,1977,70032053,1933,00,0,9611,2,,14,13,01,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,1,2,2,2,2,01001,01,001,0003,00008,1157
010051001,1,02,99999000,9999,99,9,9999,9,,70001001,9999,15,2,9999,2,,2,1,01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00014,897
010051002,1,01,70001001,1938,00,0,7121,2,2012,70001001,1970,06,6,1003,2,2012,4,1,02,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00014,448
010051003,1,01,70012021,1956,09,3,9999,2,,99999000,9999,99,9,9999,2,,6,1,02,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,1,1,1,1,2,2,2,2,2,2,2,1,2,2,01001,01,001,0001,00014,448
010051004,1,01,70001001,1962,09,3,5313,2,,70001001,1966,12,3,5114,2,,4,3,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00014,897
010051005,1,01,70001001,9999,99,9,7351,2,1993,70001001,9999,99,9,1003,2,1999,8,4,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00014,1345
010051301,1,02,70001001,1951,09,3,7212,2,2019,70001001,1954,06,6,1003,2,,5,3,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,,,1,1,1,2,1,2,2,2,2,2,1,1,2,2,01001,01,001,0003,00009,1516
010051302,1,04,70001001,1973,09,3,7511,2,,70001001,1975,09,3,1003,2,,4,1,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00009,2275
010051303,1,02,70001001,1940,06,3,7121,2,,70001001,1948,06,3,1003,2,,8,7,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,01001,01,001,0003,00009,758
010051304,1,02,70011003,1960,09,3,8331,2,,70001001,1960,09,3,1003,2,,5,3,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00009,1137
010051305,1,01,70001001,1958,09,3,6119,2,,70001001,1968,06,6,1003,2,,4,2,02,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,01001,01,001,0003,00009,758
010052001,1,02,70009006,9999,11,3,2399,2,1970,70009006,9999,14,5,2399,2,1976,5,3,01,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00010,853
010052002,1,02,70001001,9999,99,9,9999,2,,70018009,1942,06,6,1003,2,,9,1,01,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00010,427
010052003,1,03,70032024,1973,09,3,8163,2,,70032024,1973,09,3,1003,2,,4,2,02,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00010,1706
010052004,1,01,70001001,1962,06,6,7211,2,,70001001,1962,09,3,1003,2,,5,4,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00010,853
010052005,1,02,70001001,1972,12,3,4111,2,,70001001,1976,09,3,4111,2,,4,2,03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00010,853
010053601,1,02,70032038,1960,09,3,4111,2,,70032038,1966,09,3,1003,2,,8,3,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,01001,01,001,0002,00009,1045
010053602,1,03,70032052,1979,14,5,3115,2,,70001001,1980,14,5,2823,2,,3,0,03,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,01001,01,001,0002,00009,1567
010053603,1,02,70032010,1951,06,6,2399,2,,70032010,1954,06,6,4224,2,,3,2,03,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,01001,01,001,0002,00009,1045
010053605,1,02,70001001,9999,06,6,8342,2,2012,70001001,1948,06,6,1003,2,,7,5,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00009,1045
010055002,1,01,70001001,9999,14,4,4221,2,,70001001,9999,12,3,8999,2,,5,4,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00010,458
010055003,1,02,70001001,1947,06,6,4221,2,,70001001,1960,06,6,1003,2,,10,9,02,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00010,916
010055004,1,01,70001001,9999,09,3,9999,2,2015,70001001,9999,06,6,1003,2,2015,9,8,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00010,916
010055005,1,01,70001001,9999,06,3,4111,2,,70001001,1961,09,1,1003,2,,5,4,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00010,458
010055701,1,02,70001001,1960,09,3,7311,2,,70001001,1960,06,6,1003,2,,4,2,02,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00015,1048
010055702,1,01,70001010,1960,00,0,7511,2,1998,70001001,1960,06,4,9611,2,,9,4,01,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00015,1572
010055704,1,01,70014053,1942,00,0,7513,2,,70014078,1942,00,0,1003,2,,8,7,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00015,1572
010055705,1,02,70001001,1986,09,3,8211,2,,70001001,1988,09,3,9611,2,,3,1,03,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00015,2096
010057101,1,05,70001001,9999,00,0,7221,2,2019,70001001,9999,00,0,1003,2,,3,2,02,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00011,2156
010057102,1,01,70001001,1970,06,6,4211,2,,70001001,1974,09,3,1003,2,,5,0,02,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00011,862
010057103,1,01,70014008,1953,09,3,6129,2,2023,70001001,1968,06,5,1003,2,,7,2,02,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,01001,01,001,0002,00011,1294
010057104,1,01,70001001,1962,09,3,7211,2,,70001001,1966,09,3,1003,2,,7,2,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00011,862
010057105,1,04,70001001,9999,06,6,4211,2,,70001001,9999,09,3,1003,2,,6,3,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00011,2156
010060204,1,02,70001001,1945,14,5,2321,2,,70001001,1950,06,6,1003,2,,4,3,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00011,870
010060205,1,03,70015033,1976,14,4,2991,2,,70015033,1976,14,3,2991,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00011,1739
010062401,1,03,70001001,1982,12,3,8342,2,,70009014,1985,12,3,1003,2,,2,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,01001,01,001,0001,00016,1256
010062402,1,02,70032024,9999,00,0,0980,2,2008,70032024,1922,99,9,1003,2,2011,11,7,01,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00016,1256
010062403,1,03,70001001,1980,09,3,7121,2,,70001001,1984,09,3,1003,2,,3,0,02,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,01001,01,001,0001,00016,1256
010062405,1,01,70014053,1952,06,6,6119,2,,70014053,1953,06,3,1003,2,,7,1,02,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,01001,01,001,0001,00016,419
010063901,1,01,70014116,9999,06,6,5116,2,2006,70014116,9999,06,6,1003,2,2007,10,8,02,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00012,559
010063902,1,01,70009015,1964,14,4,2399,2,,70009015,1968,12,3,1003,2,,1,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,01001,01,001,0002,00012,559
010063903,1,01,70020031,1944,06,3,2512,2,,70029013,1946,00,0,1003,2,2002,6,2,02,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00012,1677
010068501,1,01,70011017,1950,00,0,5313,2,,70011017,1955,00,0,1003,2,,15,12,02,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00013,998
010068502,1,02,70001001,1940,12,3,6111,2,1994,70001001,1936,00,0,1003,2,,12,6,02,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00013,499
010068503,1,01,70001001,9999,06,6,4111,2,1987,70001001,9999,06,6,1003,2,2013,9,8,02,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,9,2,2,1,2,2,2,2,2,01001,01,001,0002,00013,2494
010068504,1,01,70001010,1916,00,0,6114,2,2012,70001010,9999,00,0,1003,2,1981,16,14,02,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,1,2,2,2,2,01001,01,001,0002,00013,998
010068801,1,02,70001001,9999,12,3,3132,2,,70001001,9999,09,3,5112,2,,1,0,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,01001,01,001,0002,00014,1173
010068802,1,01,70001001,9999,00,0,5313,2,1989,70001001,9999,00,0,1003,2,1999,4,3,02,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00014,1173
010068805,1,01,,,,,,,2012,70013048,9999,06,6,2639,2,2016,1,0,01,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00014,1173
010069004,1,01,70032038,1952,06,6,9621,2,1998,70032020,1947,06,6,1003,2,1998,4,0,02,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00012,395
010069005,1,01,70001001,1950,06,6,4111,2,2025,70001001,1953,00,0,1003,2,2019,4,2,02,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00012,789
010069102,1,01,70001001,1957,00,0,7513,2,2014,70001001,1956,06,3,1003,2,,5,2,02,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00017,1412
010069104,1,02,70001001,1943,00,0,1412,2,2021,70001001,1944,00,0,1003,2,,6,4,02,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,,,2,2,1,1,1,2,2,2,2,2,9,9,9,9,01001,01,001,0001,00017,471
010069105,1,03,70001001,1947,06,6,9999,2,,70001001,1948,06,3,1003,2,,4,2,02,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00017,941
010073201,1,05,70001001,9999,12,3,5101,2,,70001001,9999,00,0,1003,2,,3,2,02,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00018,841
010073202,1,01,,,,,,,1992,70001001,9999,00,0,9611,2,,8,6,01,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,01001,01,001,0001,00018,421
010073203,1,01,70001001,9999,00,0,9331,2,,70001001,1963,06,6,1003,2,,3,2,02,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00018,841
010073204,1,02,70032038,1970,06,3,7121,2,,70001001,1982,09,3,8153,2,,3,1,01,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00018,1262
010073205,1,01,,,,,,,1984,70022016,1965,06,6,5112,2,,7,2,01,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00018,841
010076901,1,02,70001001,1950,06,6,6999,2,,70001001,1955,06,3,1003,2,,8,7,02,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,01001,01,001,0006,00001,1522
010076902,1,01,70032057,1920,00,0,9331,2,1995,70032057,1925,00,0,1003,2,2012,10,7,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0006,00001,1015
010076903,1,01,70001001,9999,06,6,4211,2,,70001001,9999,06,6,1003,2,,1,0,02,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0006,00001,1015
010076904,1,02,,,,,,,,70001001,1978,14,5,3115,2,,1,0,01,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0006,00001,1015
010076905,1,02,70001001,9999,06,6,2639,2,2012,70001001,9999,06,6,1003,2,,5,4,02,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0006,00001,1015
010076905,2,01,70001001,9999,06,6,2639,2,2014,70001001,9999,06,6,1003,2,,5,3,02,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,01001,01,001,0006,00001,1015
010078701,1,01,99999000,9999,99,9,9999,9,,70009015,9999,06,6,1003,2,,5,4,01,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00015,377
010078702,1,03,70001001,1962,09,3,8331,2,,70008011,1961,06,6,1003,2,,4,2,02,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,01001,01,001,0002,00015,1132
010078703,1,01,70032056,1947,06,6,9331,2,,70016063,1949,07,3,1003,1,,5,1,02,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00015,377
010078704,1,01,70001001,1958,06,6,8342,2,,70001001,1960,07,3,3111,2,,3,1,01,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,01001,01,001,0002,00015,377
010078705,1,02,70009005,9999,06,6,7121,2,2008,70009005,1933,06,6,1003,2,,8,3,01,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00015,1132
010079001,1,03,70021019,1974,09,3,8349,2,,70021019,1978,09,3,1003,2,,4,3,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,01001,01,001,0002,00016,2052
010079002,1,01,99999000,9999,99,9,9999,2,,99999000,9999,99,9,9999,2,,3,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00016,1368
010079004,1,02,99999000,9999,99,9,9999,9,2018,70014053,1966,09,3,1003,2,,2,0,01,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00016,1368
010079501,1,01,70014064,1963,99,9,7121,2,2022,70001001,9999,99,9,1003,2,,6,1,02,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00019,1168
010079502,1,01,70001001,9999,09,3,5312,2,1975,70001001,9999,06,6,1003,2,1975,6,4,02,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00019,1168
010079504,1,01,70001001,1975,06,6,2639,2,,70001001,1976,09,3,1003,2,,3,2,03,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00019,584
010082201,1,02,70001001,1962,14,5,2121,2,,70001001,1967,06,6,1003,2,,5,0,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00020,1161
010082202,1,01,70001001,1984,09,3,8342,2,,70001001,1983,09,3,9611,2,,2,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00020,580
010082204,1,01,70001001,1923,00,0,7341,2,1992,70001001,1939,06,6,1003,2,1999,5,4,02,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00020,580
010082205,1,02,70001001,9999,06,6,5313,2,,70001001,9999,06,6,1003,2,,5,3,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00020,1161
010082601,1,01,70014053,1932,00,0,9111,2,2010,70014053,1932,00,0,1003,2,2017,6,5,02,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00017,468
010082602,1,03,70001001,1946,09,3,7134,2,,70001001,1949,12,3,2335,2,,4,1,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00017,468
010082603,1,02,70001001,1956,06,6,8342,2,2022,70001001,1958,00,0,1003,2,,4,2,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00017,468
010082604,1,03,70001001,1951,12,3,8144,2,,70001001,1958,06,6,1003,2,,3,2,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00017,468
010082605,1,01,70011002,1943,00,0,6119,2,2023,70011015,1950,00,0,1003,2,,4,3,02,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00017,468
010082701,1,01,70001001,1948,00,0,3132,2,,70001001,1953,06,6,1003,2,,3,1,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00018,467
010082703,1,02,70001001,1969,14,4,2135,2,,70001001,1974,15,2,2121,2,,2,0,02,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,01001,01,001,0002,00018,1400
010082704,1,05,70001001,1975,99,9,4111,2,,70001001,1977,99,9,4111,2,,3,2,02,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,01001,01,001,0002,00018,2333
010082705,1,01,70001001,1963,14,4,2411,2,,70001001,1968,09,3,1003,2,,3,2,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00018,467
