folioviv,foliohog,id_pobla,geo_p,anio_nac_p,nivel_p,grado_p,sinco_p,lengua_p,padre_muer,geo_m,anio_nac_m,nivel_m,grado_m,sinco_m,lengua_m,madre_muer,hijos_m,hijos_nac,sosten,calle_pav,agua_entub,techo_loza,banio_int,licuadora,microondas,tostador,estufa,refrigera,lavadora,radio,tocadiscos,television,video_dvd,compu,tv_paga,videojuego,tel_fijo,tel_movil,internet,camara,enciclope,automovil,otra_viv,local_com,tierras,tractor,anim_trab,ganado,terrenos,cuenta_ban,tc_banc,tc_depar,serv_domes,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
211051616,1,02,70021149,1968,99,9,7221,2,,70021149,1970,06,6,7341,2,,5,3,01,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21149,21,149,0313,00003,4190
211051617,1,01,70021156,1937,06,3,7341,2,,70021156,1935,00,0,1003,2,,5,3,02,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21149,21,149,0313,00003,4190
211051618,1,01,70021149,9999,06,2,6111,2,2015,70021149,1948,06,1,1003,2,,9,0,02,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,21149,21,149,0313,00003,6285
211051619,1,04,70021149,1980,06,3,9235,2,,70021149,1974,12,3,8153,2,,2,0,03,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21149,21,149,0313,00003,6285
211051620,1,03,70021149,1981,09,3,8155,2,,70021149,1982,09,3,1003,2,,4,0,02,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,21149,21,149,0313,00003,8380
211076001,1,01,70021110,1937,00,0,4111,2,,70021154,1950,00,0,1003,2,1996,12,4,02,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,21154,21,154,0316,00002,2128
211076002,1,01,70021099,1970,06,6,8341,2,,70021099,1973,06,6,1003,2,,5,2,02,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21154,21,154,0316,00002,4257
211076004,1,01,70021154,1930,00,0,6111,1,2015,70021154,1940,06,3,1003,1,,10,8,02,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,21154,21,154,0316,00002,6385
211076005,1,02,70021114,1915,00,0,6111,2,1992,70021110,1921,00,0,1003,2,1982,15,11,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,1,1,2,2,2,2,2,21154,21,154,0316,00002,8514
211076007,1,02,70021154,1957,06,3,6111,2,,70021154,1958,99,9,1003,2,,8,0,02,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,21154,21,154,0316,00002,2128
211076008,1,01,70021154,9999,06,3,7121,2,2001,70021154,1965,06,3,1003,2,,13,5,02,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21154,21,154,0316,00002,6385
211076009,1,01,70021154,1957,09,3,8342,2,,70021154,1959,06,6,1003,2,,6,3,02,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,21154,21,154,0316,00002,2128
211076010,1,04,70021154,1972,09,3,7512,2,,70021154,1981,09,3,7512,2,,4,2,03,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,21154,21,154,0316,00002,8514
211076011,1,01,70021154,1938,00,0,6111,2,2019,70021154,1939,06,4,1003,2,,9,1,02,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21154,21,154,0316,00002,8514
211076012,1,01,70021154,9999,00,0,6111,2,1986,70021154,1947,00,0,9111,2,,11,5,01,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21154,21,154,0316,00002,2128
211076013,1,02,70021154,1962,06,3,6111,2,,70021154,1965,14,5,2335,2,,4,2,03,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,21154,21,154,0316,00002,4257
211076014,1,02,,,,,,,,70021154,1977,06,6,9611,2,,5,4,01,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21154,21,154,0316,00002,4257
211076015,1,01,70021154,1951,06,3,6112,2,2012,70021154,1951,06,3,9111,2,,7,2,02,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,21154,21,154,0316,00002,4257
211076016,1,01,70021154,9999,00,0,9999,2,1973,70021154,1951,06,3,9521,2,2017,2,1,01,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21154,21,154,0316,00002,2128
211076017,1,01,70021154,1986,12,2,7511,2,,70021154,1985,09,3,1003,2,,3,0,01,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21154,21,154,0316,00002,4257
211076019,1,02,,,,,,,,70021154,1960,06,4,0980,2,,4,1,01,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,21154,21,154,0316,00002,4257
211076020,1,01,70021154,1959,06,6,6123,2,2020,70021154,1964,06,6,1003,2,2024,4,0,02,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,21154,21,154,0316,00002,6385
211088302,1,01,70021156,9999,14,1,4211,2,,70021156,1976,06,6,4111,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,21156,21,156,0310,00001,5670
211088303,1,05,70030138,1962,06,1,7511,2,,70030030,1964,14,1,3121,2,,4,3,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,21156,21,156,0310,00001,14175
211088304,1,01,70021082,9999,00,0,4111,2,1975,70021156,1942,00,0,4111,2,,11,10,03,1,9,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00001,2835
211088305,1,02,70009999,1963,15,2,2322,2,,70020039,1971,09,3,4211,2,,2,1,01,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,21156,21,156,0310,00001,5670
211089002,1,05,70021156,1958,13,3,4111,2,,70021177,1958,13,3,4111,2,,4,1,02,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,21156,21,156,0310,00002,12711
211089004,1,01,70021217,1930,06,3,4111,1,1990,70021217,1949,06,3,1003,1,,6,1,02,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00002,2542
211089005,1,01,70021019,9999,06,2,7511,2,,70021120,9999,00,0,9611,2,,8,1,08,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00002,10169
211108601,1,03,70021027,1949,06,3,7311,2,,70011028,1951,00,0,1003,2,,4,2,02,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0311,00001,4443
211108602,1,02,70021156,1935,14,5,1412,2,2006,70017999,1945,06,6,1003,2,,8,6,02,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,21156,21,156,0311,00001,4443
211129201,1,01,70021027,9999,00,0,7121,2,,70021129,1960,00,0,9235,2,,8,4,03,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00003,2374
211129202,1,02,70021195,1970,06,6,6111,1,,70020027,1968,06,3,1003,2,,3,0,08,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00003,4749
211129204,1,02,,,,,,,,99999000,9999,99,9,6113,1,2004,8,7,07,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,21156,21,156,0310,00003,9498
211133501,1,01,70020163,1944,06,6,4111,1,,70020163,1952,10,3,4211,1,,4,1,02,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0311,00002,2740
211133502,1,01,70021146,1924,00,0,8163,2,2006,70020244,1930,00,0,1003,2,2020,2,1,01,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0311,00002,8219
211133503,1,03,70021156,1974,12,3,7341,2,,70021156,1977,12,3,1003,2,,2,1,02,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,21156,21,156,0311,00002,8219
211133504,1,02,70020041,1966,00,0,7121,1,,70021156,1968,06,6,1003,2,,4,0,02,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0311,00002,5480
211133505,1,01,70021156,1954,06,6,4211,2,,70021156,1960,06,6,1003,2,,4,2,02,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,21156,21,156,0311,00002,2740
211137701,1,01,70030155,9999,99,9,6111,1,1982,70030086,1950,00,0,9611,1,2019,6,5,01,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00004,5938
211137703,1,02,,,,,,,,70021156,9999,06,6,4111,2,2023,11,5,01,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00004,7918
211137704,1,01,70021156,1959,06,6,2632,2,,70020067,1961,09,3,1003,2,,3,2,02,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,21156,21,156,0310,00004,1979
211144502,1,02,,,,,,,,,,,,,,1965,,,99,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00005,12593
211144503,1,03,70021156,1957,06,5,9621,2,,70021099,1967,13,2,1003,2,,2,0,02,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,21156,21,156,0310,00005,8395
211144504,1,02,70021124,1954,14,4,2332,1,,70021061,1959,12,6,2332,1,,4,1,03,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,21156,21,156,0310,00005,4198
211144505,1,01,70021177,1965,06,6,7513,1,,70021177,1965,00,0,7513,2,,7,6,02,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,21156,21,156,0310,00005,2099
211145301,1,01,70021203,9999,99,9,7223,2,1986,70015092,1942,06,4,9611,2,,9,6,01,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00006,5389
211145302,1,02,70020206,1955,06,3,4211,2,2021,70020244,9999,06,6,4111,2,,4,3,03,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,21156,21,156,0310,00006,5389
211145303,1,01,70009007,9999,06,6,3115,2,,70009007,1952,06,6,1003,2,,2,0,02,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21156,21,156,0310,00006,2695
211145304,1,01,70030173,9999,99,9,6111,1,1980,70021177,1951,00,0,1003,1,2019,9,2,05,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,21156,21,156,0310,00006,8084
211181001,1,02,70021154,1963,06,3,7121,2,1998,70021154,1965,06,4,7341,2,,10,9,01,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,21164,21,164,0313,00004,4369
211181002,1,02,70021164,1947,99,9,9512,2,,70021152,1958,99,9,1003,2,,5,2,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,4369
211181004,1,02,70021164,1970,06,6,4111,2,,70021164,1969,06,6,1003,2,,5,4,02,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,6553
211181005,1,03,70021114,1972,14,4,2121,2,2004,70021114,1977,12,3,1003,2,,3,0,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,21164,21,164,0313,00004,8737
211181006,1,01,70021164,1954,09,2,2632,2,,70021164,1962,09,2,1003,2,,7,2,02,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,4369
211181007,1,03,70021164,9999,12,3,7135,2,,70021164,1976,09,3,1003,2,,6,5,02,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,6553
211181008,1,05,70021164,1989,06,6,9111,2,,70021164,1990,06,4,9111,2,,5,0,03,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,10921
211181010,1,03,70021164,1977,09,3,5112,2,,70021164,1978,09,3,5112,2,,2,0,03,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,8737
211181011,1,02,70030118,1964,06,6,4211,2,,70021002,1973,09,3,1003,2,,5,2,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,21164,21,164,0313,00004,4369
211181012,1,01,70021164,9999,99,9,4211,2,2018,,,,,,,,,,09,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,21164,21,164,0313,00004,10921
211181013,1,01,70021164,1958,99,9,4211,2,2015,70021164,1961,99,9,1003,2,1991,6,1,02,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,4369
211181014,1,02,70029999,1939,09,3,8199,2,2020,70021164,1936,06,2,6121,2,,10,7,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,21164,21,164,0313,00004,6553
211181018,1,01,70021164,9999,00,0,7221,2,1993,70021164,9999,00,0,9611,2,1992,12,10,03,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,6553
211181019,1,02,70021164,1957,06,6,7121,2,2020,70030118,1961,06,6,1003,2,,9,5,02,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,21164,21,164,0313,00004,4369
211181020,1,02,70021154,1962,14,4,1112,2,2002,70021004,1967,15,1,5114,2,,3,1,01,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,21164,21,164,0313,00004,6553
211191701,1,04,70021156,1965,06,3,2172,2,,70021156,1974,00,0,1003,2,,6,5,02,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,5648
211191702,1,02,70021037,1947,99,9,8342,2,2016,70021169,1947,06,4,9611,2,2017,4,3,01,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,,,1,2,2,2,2,1,2,1,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211191703,1,03,70021169,1953,99,9,8341,2,2000,70021169,1963,09,3,7112,2,,4,1,03,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,7060
211191705,1,01,70021169,1959,06,6,4223,2,2025,70015110,1962,06,6,9611,2,,3,2,01,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211191706,1,03,70020184,1938,12,3,7212,2,,70020184,1949,13,3,7341,2,,5,2,02,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211191708,1,02,,,,,,,,70021169,9999,06,6,9611,2,,3,2,01,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,2824
211191709,1,01,70021169,1943,06,2,9521,2,2020,70021169,1947,06,2,1003,2,,8,1,02,2,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,,,1,1,2,2,2,1,2,1,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211191710,1,01,70021169,9999,00,0,7101,2,2018,70021169,9999,06,6,1003,2,2006,12,5,02,2,1,1,1,9,2,2,1,1,2,1,1,1,2,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,4236
211191711,1,03,70021169,1956,14,5,2232,2,,70021170,1962,14,5,2411,2,,4,0,03,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,21169,21,169,0315,00004,2824
211191712,1,01,70021169,1963,14,2,7612,2,,70021169,1969,14,2,1003,2,,3,0,02,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,2824
211191713,1,02,70021147,9999,00,0,7121,1,1995,70021147,9999,06,6,7341,1,2020,5,1,03,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211191714,1,05,70021169,1967,14,5,1411,2,,70021169,1968,14,5,2332,2,,4,2,03,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,21169,21,169,0315,00004,7060
211191716,1,01,70021169,1955,09,3,7112,2,1992,70021169,1954,09,3,4111,2,,8,2,01,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,2824
211191718,1,01,70021169,1960,06,3,6111,2,,70021169,1965,00,0,1003,2,,7,5,02,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211191719,1,02,70021999,1982,12,3,5313,2,,70021114,1986,14,4,1003,2,,3,0,08,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21169,21,169,0315,00004,1412
211404701,1,01,70030030,1952,12,3,7343,2,,70021114,1954,12,3,4224,2,,4,0,01,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,21041,21,041,0306,00004,4457
211404703,1,02,70021117,1958,00,0,6111,2,,70021117,1964,06,6,9111,2,,6,2,02,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21041,21,041,0306,00004,6685
211404704,1,01,70020057,1942,06,6,2646,1,,70030045,1941,06,5,1003,2,,4,1,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21041,21,041,0306,00004,4457
211404705,1,01,70021114,1945,14,3,2121,2,,70029049,1951,10,3,1003,2,,4,3,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,21041,21,041,0306,00004,4457
211409201,1,01,70029041,9999,99,9,8199,2,2022,70029041,1941,06,3,4111,2,,6,2,01,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,21114,21,114,0303,00029,5307
211409202,1,01,70021095,9999,06,6,1314,2,2013,70021186,9999,06,6,1003,2,2020,4,3,02,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,21114,21,114,0303,00029,1769
211409203,1,02,70009003,1968,14,5,2511,2,,99999000,1964,09,3,1003,2,,2,1,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,21114,21,114,0303,00029,3538
211409204,1,01,70021174,9999,14,5,2253,2,1987,70021174,1925,14,5,2322,2,2003,7,6,01,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21114,21,114,0303,00029,1769
211409205,1,01,70021114,1947,06,6,8341,2,,70021114,1943,06,3,9611,2,,9,4,01,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,,,2,1,2,2,2,2,2,2,2,2,2,9,9,2,21114,21,114,0303,00029,1769
211412901,1,04,70021114,1977,14,3,4222,2,,70021114,1980,12,3,4222,2,,2,1,03,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,21114,21,114,0304,00020,12306
211422201,1,01,70021003,9999,11,3,2332,2,,70021047,9999,11,3,2332,2,,2,0,03,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,21114,21,114,0304,00021,3295
211422202,1,03,70021114,1965,12,3,8342,2,,70021114,1960,12,3,3211,2,,2,1,03,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,21114,21,114,0304,00021,4943
211422203,1,01,70021999,9999,00,0,6111,2,,70012999,9999,00,0,6111,2,,15,6,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,2,1,2,2,2,2,2,21114,21,114,0304,00021,3295
211422204,1,01,70021114,1962,06,6,7121,2,,70021114,1962,06,6,1003,2,,6,0,02,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,21114,21,114,0304,00021,3295
211422205,1,01,70021110,1932,00,0,6111,2,2023,70021110,1940,00,0,1003,2,2012,10,7,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,21114,21,114,0304,00021,3295
211427301,1,02,70021114,1953,09,3,7513,2,,70021114,1956,06,6,1003,2,,5,1,02,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,21114,21,114,0303,00030,4890
211427303,1,01,70021114,9999,99,9,5313,2,2008,70021007,1957,09,3,1003,2,,6,3,03,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,9,2,2,2,21114,21,114,0303,00030,2445
211427305,1,02,70020244,1942,09,1,6112,2,,70015042,1946,06,6,1003,2,2024,2,0,02,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,,,1,1,1,1,2,1,1,2,2,1,2,2,2,2,21114,21,114,0303,00030,7335
211432001,1,02,70021114,1934,99,9,4201,2,2011,70021114,1943,09,3,5114,2,,2,0,01,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,,,1,1,2,2,2,2,2,2,2,2,1,2,2,1,21119,21,119,0307,00005,2127
211432002,1,02,70021114,9999,14,5,2263,2,,70021114,1970,14,5,2142,2,,2,1,01,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,21119,21,119,0307,00005,4255
211432003,1,01,70029044,1921,06,6,2523,2,1983,70021119,1934,06,6,5114,2,,3,1,03,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,21119,21,119,0307,00005,2127
211432005,1,01,70021114,1957,12,1,7121,2,,70021114,1957,12,3,4224,2,,3,1,01,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,21119,21,119,0307,00005,2127
216029701,1,01,70021019,1940,06,3,9312,2,2008,70021019,1940,06,2,1003,2,1984,4,2,02,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21019,21,019,0319,00001,6427
