"LLAVEVIV","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P1_8_1_1","P1_8_1_2","P1_8_2_1","P1_8_2_2","P1_8_3_1","P1_8_3_2","P2_1","P2_2","P2_3","CVEGEO","CVE_ENT","MENOR10","UPM_DIS","EST_DIS","FAC_VIV","FOLIO","VIV_SEL"
"220410204","3","05","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","1","02","05","1","","22","22","2","3386","348",742,"2204102","04"
"220410205","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","1","01","1","05","04","1","","22","22","2","3386","348",742,"2204102","05"
"220412401","3","01","1","1","1","1","1","2","2","1","2","1","1","2","2","","2","","2","","02","1","","22","22","2","3387","348",700,"2204124","01"
"220412402","2","01","1","1","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","03","1","","22","22","2","3387","348",700,"2204124","02"
"220412403","3","01","1","1","1","1","1","1","1","1","1","1","1","1","1","03","2","","2","","01","","","22","22","2","3387","348",700,"2204124","03"
"220412404","3","01","1","1","1","1","1","1","2","1","1","1","1","1","1","01","2","","2","","03","1","","22","22","2","3387","348",700,"2204124","04"
"220412405","3","01","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","1","01","03","1","","22","22","2","3387","348",700,"2204124","05"
"220414201","3","02","2","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","07","1","","22","22","2","3388","347",624,"2204142","01"
"220414202","3","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","22","22","2","3388","347",624,"2204142","02"
"220414203","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","1","01","2","","03","1","","22","22","2","3388","347",624,"2204142","03"
"220414204","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","03","1","","22","22","2","3388","347",624,"2204142","04"
"220414205","3","02","1","1","1","1","1","1","2","1","2","2","1","1","1","01","1","02","2","","03","1","","22","22","2","3388","347",624,"2204142","05"
"220420701","2","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","22","22","2","3389","341",690,"2204207","01"
"220420702","2","02","1","1","1","1","1","1","2","1","1","2","2","","2","","2","","2","","02","1","","22","22","2","3389","341",690,"2204207","02"
"220420704","3","02","1","1","1","1","1","1","2","1","1","1","1","1","2","","2","","2","","03","1","","22","22","2","3389","341",690,"2204207","04"
"220420705","3","02","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","2","","05","1","","22","22","2","3389","341",690,"2204207","05"
"220426101","3","01","1","1","1","1","1","2","2","1","2","2","1","1","2","","2","","2","","01","","","22","22","2","3390","339",1020,"2204261","01"
"220426102","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","1","01","2","","03","1","","22","22","2","3390","339",1020,"2204261","02"
"220426103","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","02","1","","22","22","2","3390","339",1020,"2204261","03"
"220426104","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","02","1","","22","22","2","3390","339",1020,"2204261","04"
"220426105","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","22","22","2","3390","339",1020,"2204261","05"
"220426201","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","22","22","2","3391","338",823,"2204262","01"
"220426202","3","01","1","1","1","1","1","1","1","1","2","2","2","","1","01","2","","2","","02","1","","22","22","2","3391","338",823,"2204262","02"
"220426203","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","1","01","2","","03","1","","22","22","2","3391","338",823,"2204262","03"
"220426204","3","01","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","02","1","","22","22","2","3391","338",823,"2204262","04"
"220426205","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","01","","","22","22","2","3391","338",823,"2204262","05"
"220427001","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","04","1","","22","22","2","3392","339",913,"2204270","01"
"220427002","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","1","01","04","1","","22","22","2","3392","339",913,"2204270","02"
"220427004","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","2","3392","339",913,"2204270","04"
"220427005","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","03","1","","22","22","2","3392","339",913,"2204270","05"
"220427801","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","01","","","22","22","2","3393","348",1052,"2204278","01"
"220427802","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","1","01","1","01","01","","","22","22","2","3393","348",1052,"2204278","02"
"220427803","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","05","1","","22","22","2","3393","348",1052,"2204278","03"
"220427804","3","01","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","03","1","","22","22","2","3393","348",1052,"2204278","04"
"220427805","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","1","03","2","","04","1","","22","22","2","3393","348",1052,"2204278","05"
"220434701","1","02","1","1","1","1","1","1","2","1","1","2","1","2","1","01","2","","2","","02","1","","22","22","2","3394","339",795,"2204347","01"
"220434703","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","2","3394","339",795,"2204347","03"
"220434704","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","05","1","","22","22","2","3394","339",795,"2204347","04"
"220436902","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","1","02","2","","02","1","","22","22","2","3395","347",575,"2204369","02"
"220436903","3","01","1","1","1","1","1","1","2","2","2","2","2","","1","02","2","","2","","01","","","22","22","2","3395","347",575,"2204369","03"
"220436905","3","01","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","01","","","22","22","2","3395","347",575,"2204369","05"
"220437201","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","02","1","","22","22","2","3396","347",645,"2204372","01"
"220437202","3","02","1","1","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","04","1","","22","22","2","3396","347",645,"2204372","02"
"220437204","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","22","22","2","3396","347",645,"2204372","04"
"220437205","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","1","01","2","","02","1","","22","22","2","3396","347",645,"2204372","05"
"220437602","3","01","1","1","1","1","1","1","1","2","1","2","1","1","1","03","2","","2","","01","","","22","22","2","3397","339",589,"2204376","02"
"220437604","3","03","1","1","1","1","1","1","1","1","2","2","2","","2","","2","","2","","03","1","","22","22","2","3397","339",589,"2204376","04"
"220441301","2","04","1","1","1","1","1","1","1","1","2","2","1","2","1","03","2","","1","06","07","1","","22","22","2","3398","340",959,"2204413","01"
"220441302","1","04","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","05","1","","22","22","2","3398","340",959,"2204413","02"
"220441303","2","04","1","1","1","1","1","1","2","1","2","1","1","2","1","02","2","","2","","04","1","","22","22","2","3398","340",959,"2204413","03"
"220441304","2","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","04","1","","22","22","2","3398","340",959,"2204413","04"
"220441305","2","03","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","1","02","05","1","","22","22","2","3398","340",959,"2204413","05"
"220442201","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","2","","03","1","","22","22","2","3399","348",612,"2204422","01"
"220442202","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","1","02","03","1","","22","22","2","3399","348",612,"2204422","02"
"220442203","2","06","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","1","01","14","1","","22","22","2","3399","348",612,"2204422","03"
"220442204","2","03","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","1","01","03","1","","22","22","2","3399","348",612,"2204422","04"
"220442205","3","03","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","05","1","","22","22","2","3399","348",612,"2204422","05"
"220445101","3","02","1","1","1","1","2","1","1","1","2","2","1","1","2","","2","","2","","03","1","","22","22","2","3400","338",849,"2204451","01"
"220445102","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","01","2","","03","1","","22","22","2","3400","338",849,"2204451","02"
"220445103","3","01","1","1","1","1","1","2","1","1","1","1","1","1","1","02","2","","2","","02","1","","22","22","2","3400","338",849,"2204451","03"
"220445104","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","22","22","2","3400","338",849,"2204451","04"
"220445105","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","2","3400","338",849,"2204451","05"
"220446202","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","22","22","2","3401","339",870,"2204462","02"
"220446203","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","02","1","02","2","","04","1","","22","22","2","3401","339",870,"2204462","03"
"220446204","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","2","3401","339",870,"2204462","04"
"220466901","3","02","1","1","1","1","1","2","1","2","2","2","2","","1","01","2","","2","","01","","","22","22","2","3402","349",792,"2204669","01"
"220466902","1","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","1","01","2","","04","1","","22","22","2","3402","349",792,"2204669","02"
"220466903","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","02","1","","22","22","2","3402","349",792,"2204669","03"
"220466904","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","02","1","","22","22","2","3402","349",792,"2204669","04"
"220466905","3","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","04","1","","22","22","2","3402","349",792,"2204669","05"
"220469401","3","01","1","1","1","1","1","1","2","2","2","2","2","","2","","2","","2","","01","","","22","22","2","3403","349",772,"2204694","01"
"220469402","2","03","1","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","09","1","","22","22","2","3403","349",772,"2204694","02"
"220469403","2","02","1","1","1","1","1","1","1","1","1","1","1","2","2","","1","01","2","","01","","","22","22","2","3403","349",772,"2204694","03"
"220469404","3","02","1","1","1","1","1","1","2","1","1","2","1","1","1","02","1","01","2","","02","1","","22","22","2","3403","349",772,"2204694","04"
"220469405","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","03","1","","22","22","2","3403","349",772,"2204694","05"
"220471401","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","1","01","1","02","03","1","","22","22","2","3404","349",729,"2204714","01"
"220471402","2","02","1","1","1","1","2","2","2","1","2","2","1","2","1","01","1","01","2","","03","1","","22","22","2","3404","349",729,"2204714","02"
"220471403","3","02","1","1","1","1","1","1","2","1","1","2","1","2","1","02","2","","2","","04","1","","22","22","2","3404","349",729,"2204714","03"
"220471404","2","03","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","05","1","","22","22","2","3404","349",729,"2204714","04"
"220471405","3","02","1","1","1","1","1","1","2","1","1","1","1","1","2","","2","","2","","04","1","","22","22","2","3404","349",729,"2204714","05"
"220472601","2","04","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","1","03","12","1","","22","22","2","3405","350",742,"2204726","01"
"220472602","3","02","1","1","1","1","1","1","1","2","1","2","1","2","1","02","2","","2","","02","1","","22","22","2","3405","350",742,"2204726","02"
"220472603","3","02","1","1","1","1","1","1","2","1","1","1","1","2","1","01","2","","2","","04","1","","22","22","2","3405","350",742,"2204726","03"
"220472604","2","02","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","04","1","","22","22","2","3405","350",742,"2204726","04"
"220472605","2","04","1","1","1","1","1","1","1","1","1","2","1","1","1","03","1","02","2","","06","1","","22","22","2","3405","350",742,"2204726","05"
"220475801","3","02","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","2","","04","1","","22","22","2","3406","350",868,"2204758","01"
"220475802","2","01","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","01","","","22","22","2","3406","350",868,"2204758","02"
"220475803","2","02","1","1","1","1","1","1","2","1","1","1","1","2","1","01","2","","2","","05","1","","22","22","2","3406","350",868,"2204758","03"
"220475805","1","01","1","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","01","","","22","22","2","3406","350",868,"2204758","05"
"220477501","2","02","1","1","1","1","1","1","2","2","1","2","1","2","1","01","2","","2","","03","1","","22","22","2","3407","351",767,"2204775","01"
"220477502","2","04","1","1","1","1","1","1","1","1","2","2","1","2","2","","1","02","1","01","05","1","","22","22","2","3407","351",767,"2204775","02"
"220477503","3","02","1","1","1","1","1","1","1","2","2","2","2","","2","","2","","2","","03","1","","22","22","2","3407","351",767,"2204775","03"
"220477505","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","02","2","","02","1","","22","22","2","3407","351",767,"2204775","05"
"220484801","3","02","1","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","02","1","","22","22","2","3408","351",930,"2204848","01"
"220484802","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","1","05","03","1","","22","22","2","3408","351",930,"2204848","02"
"220484803","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","2","","02","1","","22","22","2","3408","351",930,"2204848","03"
"220484805","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","03","1","","22","22","2","3408","351",930,"2204848","05"
"220493701","3","02","1","1","1","1","1","1","1","1","1","1","1","2","1","02","1","01","2","","04","1","","22","22","1","3409","342",1146,"2204937","01"
"220493702","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","03","1","","22","22","1","3409","342",1146,"2204937","02"
"220493703","3","01","1","1","1","1","1","2","1","1","2","2","1","1","2","","2","","2","","01","","","22","22","1","3409","342",1146,"2204937","03"
"220493704","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","03","1","","22","22","1","3409","342",1146,"2204937","04"
"220493706","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","1","05","2","","06","1","","22","22","1","3409","342",1146,"2204937","06"
"220493707","3","02","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","04","1","","22","22","1","3409","342",1146,"2204937","07"
"220493708","2","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","1","01","2","","05","1","","22","22","1","3409","342",1146,"2204937","08"
"220493709","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","1","3409","342",1146,"2204937","09"
"220493710","2","01","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","01","","","22","22","1","3409","342",1146,"2204937","10"
"220493711","3","03","1","1","1","1","1","1","1","1","2","2","1","1","1","01","2","","2","","04","1","","22","22","1","3409","342",1146,"2204937","11"
"220493712","3","01","1","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","01","","","22","22","1","3409","342",1146,"2204937","12"
"220493713","2","01","1","1","1","1","1","1","2","2","1","1","1","1","1","01","2","","2","","02","1","","22","22","1","3409","342",1146,"2204937","13"
"220493714","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","03","1","","22","22","1","3409","342",1146,"2204937","14"
"220493715","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","01","2","","05","1","","22","22","1","3409","342",1146,"2204937","15"
"220493717","2","04","1","1","1","1","1","1","1","1","2","2","1","2","2","","1","01","1","01","05","1","","22","22","1","3409","342",1146,"2204937","17"
"220493718","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","1","01","04","1","","22","22","1","3409","342",1146,"2204937","18"
"220493719","3","02","1","1","1","1","1","1","2","1","1","1","1","2","1","01","2","","2","","02","1","","22","22","1","3409","342",1146,"2204937","19"
"220493720","3","02","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","02","1","","22","22","1","3409","342",1146,"2204937","20"
"220495801","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","04","1","","22","22","2","3410","350",1090,"2204958","01"
"220495802","2","01","1","1","1","1","1","2","2","1","2","1","2","","1","01","2","","2","","02","1","","22","22","2","3410","350",1090,"2204958","02"
"220495803","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","1","04","2","","03","1","","22","22","2","3410","350",1090,"2204958","03"
"220496101","3","02","1","1","1","1","1","2","1","1","2","2","1","2","2","","2","","2","","02","1","","22","22","2","3411","349",612,"2204961","01"
"220496102","3","02","1","1","1","1","1","1","1","2","2","2","2","","1","01","2","","2","","05","1","","22","22","2","3411","349",612,"2204961","02"
"220496103","3","01","1","1","1","1","1","2","1","1","2","2","2","","1","01","2","","2","","01","","","22","22","2","3411","349",612,"2204961","03"
"220496104","3","02","1","1","1","1","1","2","2","1","2","2","2","","1","01","2","","2","","03","1","","22","22","2","3411","349",612,"2204961","04"
"220496105","2","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","01","","","22","22","2","3411","349",612,"2204961","05"
"220506301","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","22","22","2","3412","349",638,"2205063","01"
"220506302","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","01","","","22","22","2","3412","349",638,"2205063","02"
"220506305","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","1","01","05","1","","22","22","2","3412","349",638,"2205063","05"
"220507901","3","02","1","1","1","1","1","1","1","1","2","1","1","1","2","","1","01","2","","02","1","","22","22","2","3413","351",761,"2205079","01"
"220507902","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","01","2","","02","1","","22","22","2","3413","351",761,"2205079","02"
"220507903","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","02","1","","22","22","2","3413","351",761,"2205079","03"
"220507904","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","04","1","","22","22","2","3413","351",761,"2205079","04"
"220507905","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","1","01","2","","03","1","","22","22","2","3413","351",761,"2205079","05"
"220508201","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","1","01","02","1","","22","22","2","3414","349",580,"2205082","01"
"220508202","3","02","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","02","1","","22","22","2","3414","349",580,"2205082","02"
"220508203","3","04","1","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","22","22","2","3414","349",580,"2205082","03"
"220508204","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","22","22","2","3414","349",580,"2205082","04"
"220508205","3","03","1","1","1","1","1","1","1","1","1","1","1","2","1","01","1","02","1","03","07","1","","22","22","2","3414","349",580,"2205082","05"
"220513701","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","06","2","","2","","03","1","","22","22","2","3415","350",1000,"2205137","01"
"220513702","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","22","22","2","3415","350",1000,"2205137","02"
"220513703","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","09","1","","22","22","2","3415","350",1000,"2205137","03"
"220513704","2","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","1","01","02","1","","22","22","2","3415","350",1000,"2205137","04"
"220513705","2","04","1","1","1","1","1","1","1","1","2","2","1","2","1","03","2","","2","","05","1","","22","22","2","3415","350",1000,"2205137","05"
"220515301","2","02","1","1","1","1","1","2","2","2","1","2","1","2","2","","2","","2","","01","","","22","22","2","3416","349",616,"2205153","01"
"220515302","2","01","1","1","1","1","1","1","2","2","2","2","1","1","2","","2","","2","","01","","","22","22","2","3416","349",616,"2205153","02"
"220515303","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","05","1","","22","22","2","3416","349",616,"2205153","03"
"220515304","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","01","","","22","22","2","3416","349",616,"2205153","04"
"220515305","3","03","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","03","1","","22","22","2","3416","349",616,"2205153","05"
"220520402","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","1","02","01","","","22","22","2","3417","349",807,"2205204","02"
"220520403","3","05","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","2","","06","1","","22","22","2","3417","349",807,"2205204","03"
"220520404","3","02","1","1","1","1","1","1","1","1","1","1","1","2","2","","2","","2","","02","1","","22","22","2","3417","349",807,"2205204","04"
"220520405","2","02","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","2","","04","1","","22","22","2","3417","349",807,"2205204","05"
"220522001","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","04","1","","22","22","2","3418","350",837,"2205220","01"
"220522002","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","2","","03","1","","22","22","2","3418","350",837,"2205220","02"
"220522003","2","01","1","1","1","1","1","2","2","2","2","2","2","","2","","2","","2","","02","1","","22","22","2","3418","350",837,"2205220","03"
"220522004","2","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","1","04","2","","05","1","","22","22","2","3418","350",837,"2205220","04"
"220522005","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","02","1","02","2","","03","1","","22","22","2","3418","350",837,"2205220","05"
"220524902","3","04","1","1","1","1","1","1","2","2","2","2","1","2","1","02","2","","2","","04","1","","22","22","2","3419","350",932,"2205249","02"
"220524903","2","01","2","1","1","1","1","1","2","2","2","2","1","2","1","01","2","","1","01","03","1","","22","22","2","3419","350",932,"2205249","03"
"220524904","2","03","1","5","1","1","1","1","2","1","2","1","1","1","2","","2","","2","","05","1","","22","22","2","3419","350",932,"2205249","04"
"220524905","2","02","1","1","1","1","1","2","2","1","2","2","1","2","2","","1","02","2","","02","1","","22","22","2","3419","350",932,"2205249","05"
"220529401","3","04","1","1","1","1","1","1","1","1","1","2","1","1","1","01","1","01","2","","02","1","","22","22","2","3420","343",565,"2205294","01"
"220529402","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","03","1","","22","22","2","3420","343",565,"2205294","02"
"220529403","3","06","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","02","1","","22","22","2","3420","343",565,"2205294","03"
"220529404","2","02","1","1","1","1","1","2","2","1","2","2","1","2","2","","2","","2","","04","1","","22","22","2","3420","343",565,"2205294","04"
"220529405","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","02","1","","22","22","2","3420","343",565,"2205294","05"
"220529406","2","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","2","3420","343",565,"2205294","06"
"220529407","3","04","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","1","05","01","","","22","22","2","3420","343",565,"2205294","07"
"220529408","3","01","1","1","2","1","1","1","1","1","1","1","1","2","2","","1","02","2","","02","1","","22","22","2","3420","343",565,"2205294","08"
"220529409","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","05","2","","1","15","04","1","","22","22","2","3420","343",565,"2205294","09"
"220529411","3","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","01","","","22","22","2","3420","343",565,"2205294","11"
"220529412","2","01","1","1","1","1","1","1","2","1","2","2","1","2","1","02","1","03","2","","01","","","22","22","2","3420","343",565,"2205294","12"
"220529413","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","22","22","2","3420","343",565,"2205294","13"
"220529414","3","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","01","","","22","22","2","3420","343",565,"2205294","14"
"220529415","3","03","1","1","1","1","2","1","2","1","1","2","1","2","1","01","2","","2","","04","1","","22","22","2","3420","343",565,"2205294","15"
"220529416","3","05","1","1","1","1","1","1","1","1","2","2","1","1","2","","1","01","2","","06","1","","22","22","2","3420","343",565,"2205294","16"
"220529417","3","03","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","04","1","","22","22","2","3420","343",565,"2205294","17"
"220529418","2","02","1","1","1","1","1","2","2","1","1","2","1","2","2","","2","","1","01","02","1","","22","22","2","3420","343",565,"2205294","18"
"220529420","2","03","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","04","1","","22","22","2","3420","343",565,"2205294","20"
"220552101","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","02","1","","22","22","2","3421","347",597,"2205521","01"
"220552102","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","02","1","","22","22","2","3421","347",597,"2205521","02"
"220552103","3","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","02","1","","22","22","2","3421","347",597,"2205521","03"
"220552104","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","1","01","04","1","","22","22","2","3421","347",597,"2205521","04"
"220552105","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","22","22","2","3421","347",597,"2205521","05"
"220556003","3","04","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","22","22","2","3422","339",744,"2205560","03"
"220556005","3","02","1","1","1","1","1","2","1","1","1","1","1","1","2","","2","","2","","02","1","","22","22","2","3422","339",744,"2205560","05"
"220556501","2","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","05","1","","22","22","2","3423","347",1353,"2205565","01"
"220556502","2","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","1","","22","22","2","3423","347",1353,"2205565","02"
"220556503","2","03","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","1","04","04","1","","22","22","2","3423","347",1353,"2205565","03"
"220556504","2","02","1","1","1","1","1","1","2","1","1","1","1","2","2","","1","03","2","","03","1","","22","22","2","3423","347",1353,"2205565","04"
"220556505","3","04","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","05","1","","22","22","2","3423","347",1353,"2205565","05"
"220557101","2","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","02","1","","22","22","2","3424","349",754,"2205571","01"
"220557103","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","01","","","22","22","2","3424","349",754,"2205571","03"
"220557104","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","04","1","","22","22","2","3424","349",754,"2205571","04"
"226004101","2","03","1","2","1","1","1","1","1","1","2","2","2","","1","03","2","","2","","03","1","","22","22","1","3425","352",422,"2260041","01"
"226004102","2","04","1","2","1","1","1","1","1","1","2","2","1","2","1","02","1","02","2","","05","1","","22","22","1","3425","352",422,"2260041","02"
"226004103","2","03","1","2","1","1","1","1","2","1","1","2","1","2","1","02","1","03","2","","04","1","","22","22","1","3425","352",422,"2260041","03"
"226004104","2","03","1","2","1","1","1","1","1","1","1","2","1","2","1","02","2","","1","05","04","1","","22","22","1","3425","352",422,"2260041","04"
"226004105","2","02","1","2","1","1","1","1","1","1","2","2","2","","1","02","1","01","2","","01","","","22","22","1","3425","352",422,"2260041","05"
"226004106","2","02","2","2","1","1","1","1","1","1","1","2","1","1","1","03","1","01","2","","02","1","","22","22","1","3425","352",422,"2260041","06"
"226004107","2","03","1","1","1","1","1","1","2","1","2","2","1","2","1","04","2","","1","01","05","1","","22","22","1","3425","352",422,"2260041","07"
"226004108","2","02","1","2","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","01","","","22","22","1","3425","352",422,"2260041","08"
